,S_0,S_1,E_0,E_1,Ia_0,Ia_1,Is_0,Is_1,H_0,H_1,U_0,U_1,R_0,R_1,D_0,D_1,Nw_0,Nw_1
57,0.9846616036943927,0.9951353737741107,0.0028040919776333257,0.0008448935503382096,0.001664774073955044,0.00012180382895276373,0.0004696413243278353,0.0005660749148033521,2.7571796557527475e-05,0.00018482189456519595,6.280616764974369e-06,0.00010173485533658829,0.010359624727140037,0.002946551709822437,6.4117892282443864e-06,9.874547207062119e-05,0.0025417112532669563,0.0031510086572330486
58,0.9837984921824721,0.994874858385673,0.002948296262667687,0.0008887483497422782,0.0017510234862103309,0.00012814029212043185,0.0004939953973464857,0.0005955298289274169,2.9050549405463264e-05,0.0001945720893976493,6.623915955118787e-06,0.00010715308709918562,0.010965703988996966,0.003106286069827954,6.8142169455581895e-06,0.00010471189721185072,0.002686495765786111,0.003325633917923591
59,0.9828914180334414,0.9946008669236553,0.0030995399167370796,0.000934838729125265,0.0018415161814851308,0.00013480122797653068,0.0005195485066308974,0.0006264937916893925,3.060277979512335e-05,0.0002048228491967079,6.984306633568677e-06,0.00011284855013466498,0.011603151990858415,0.0032743338761845203,7.238284418139494e-06,0.0001109940520374169,0.0028387164497178418,0.0035093188517838518
60,0.9819382622337961,0.9943127164344531,0.0032581408003823547,0.0009832743702582324,0.0019364486712013219,0.00014180272723061837,0.0005463563262959138,0.0006590417136307777,3.223205436809031e-05,0.00021559973657872685,7.362623897324802e-06,0.00011883547819844868,0.012273512221712224,0.0034511213918983316,7.68506834641814e-06,0.0001176081477516385,0.002998736048743184,0.003702525507513097
61,0.980936819248067,0.9940096934889251,0.003424427307471396,0.0010341694848883132,0.0020360248429110777,0.0001491615812072832,0.0005744766160988276,0.0006932517618637859,3.3942084123915395e-05,0.00022692944354315664,7.759737885975313e-06,0.000125128740594196,0.012978394469706217,0.0036370943421459847,8.155693735325703e-06,0.0001245711568320793,0.003166932610295129,0.003905736845552433
62,0.9798847843024463,0.9936910480652343,0.0035987376242893753,0.001087643337628,0.0021404575601369287,0.00015689545175780133,0.0006039696203829493,0.0007292061117160336,3.5736742446388384e-05,0.0002388400148307744,8.176559012558263e-06,0.00013174397109233862,0.013719486247339695,0.003832722062443909,8.651343945561308e-06,0.00013190098529673234,0.0033437021957918207,0.004119461246984254
63,0.9787797556092339,0.9933559949681379,0.0037814237846987404,0.001143820878985753,0.002249964999273474,0.00016502267318107885,0.0006348972325948836,0.0007669901766612657,3.762006882187357e-05,0.0002513608174804872,8.614037346898688e-06,0.00013869754331346598,0.014498551010589413,0.004038496521717394,9.173257440588494e-06,0.00013961642052269144,0.0035294576159535657,0.004344230859392028
64,0.9776192312222856,0.9930037118794118,0.003972849545871193,0.001202832571783326,0.002364772428324336,0.00017356236975747566,0.0006673234088301996,0.000806693085578314,3.9596270261819785e-05,0.00026452260304178117,9.073163817602869e-06,0.00014600660998124895,0.01531743122926558,0.004254933686614494,9.722731343482359e-06,0.00014773719383147068,0.003724629491918228,0.004580603308094043
65,0.9764006066665486,0.9926333377108284,0.004173388322427972,0.001264814187531939,0.002485113825379669,0.00018253456425249066,0.000701314537363995,0.0008484081186129883,4.1669721477397096e-05,0.0002783575583728819,9.554971109793376e-06,0.00015368913582670306,0.01617805083117698,0.004482574689227123,1.0301124515310951e-05,0.00015628403534743784,0.00392966714869588,0.0048291631877381965
66,0.9751211736312484,0.992243971469025,0.004383422567128873,0.0013299068237023711,0.002611232067135996,0.00019196021374880525,0.0007369394727020456,0.0008922328579771212,4.3844965827479566e-05,0.00029289934528087486,1.00605342621413e-05,0.00016176392174568988,0.01708241690220553,0.004721986657313542,1.0909859489431036e-05,0.00016527871120648318,0.0041450390030812224,0.005090522963280681
67,0.973778111359928,0.9918346685488572,0.004603347300449992,0.0013982580132456946,0.0027433765468345044,0.0002018611453790167,0.0007742690283060766,0.0009382690178931757,4.6126735304407706e-05,0.0003081832585943939,1.0590974572540228e-05,0.00017025068858570329,0.01803262762707036,0.004973765212540751,1.1550427534055989e-05,0.0001747441149040151,0.004371233586818413,0.005365325063232451
68,0.9723684918405671,0.9914044419037746,0.00483356817824245,0.001470021317597616,0.002881803347810504,0.00021226005755824016,0.0008133759831224798,0.0009866224205117822,4.851993963594441e-05,0.00032424617774655585,1.1147457478034875e-05,0.0001791700524580071,0.019030868866130733,0.005238533822517931,1.2224387012662694e-05,0.00018470424783514035,0.004608758890500263,0.005654241264385196
69,0.9708892758992452,0.9909522594604522,0.005074499478558496,0.0015453562191218206,0.0030267766963254037,0.00022318064394288522,0.0008543354107237147,0.001037403503850013,5.1029668971198155e-05,0.0003411266520561151,1.1731194180532463e-05,0.00018854357794402144,0.02007941828402058,0.0055169456397498595,1.293336797477985e-05,0.0001951843028829645,0.00485814355572961,0.00595797486227049
70,0.9693373104189551,0.9904770421721829,0.0053265644347375435,0.0016244284636776013,0.0031785681879751455,0.0002346475896961637,0.0008972245061509337,0.0010907273408811567,5.3661199518138075e-05,0.00035886497865470895,1.2343442999592313e-05,0.0001983938217999385,0.021180648734634468,0.0058096849110664504,1.3679075029028321e-05,0.00020621072204091238,0.005119937368155139,0.006277261963991725
71,0.9677093280766185,0.9899776628684808,0.005590195147612002,0.0017074102508240676,0.0033374558553091065,0.00024668655376440974,0.0009421223593844774,0.001146713587600348,5.641999440628611e-05,0.00037750324958547377,1.2985509695383225e-05,0.00020874435989594363,0.022337029767955537,0.006117467893927313,1.4463289018742067e-05,0.00021781123592147435,0.005394711328116534,0.006612872262125681
72,0.9660019441845302,0.9894529435441326,0.005865831496827609,0.0017944803650979488,0.003503724185286506,0.00025932423066327923,0.000989109947399272,0.0012054867558423015,5.931170721819658e-05,0.0003970854498112075,1.3658748984817139e-05,0.00021961984589711798,0.023551131858250786,0.006441044856451224,1.5287871502516313e-05,0.00023001495210413808,0.005683058506017553,0.006965611113899079
73,0.9642116535935384,0.9889016535003795,0.006153920762556798,0.0018858243577419742,0.003677664351658623,0.0002725883850479874,0.0010382701985088346,0.0012671763776402347,6.234218646263881e-05,0.0004176575263166727,1.436456584112671e-05,0.00023104605123061117,0.02482562957378015,0.006781201391024638,1.615476765328661e-05,0.00024285241061814127,0.00598559474219616,0.007336320892898468
74,0.9623348339666619,0.9883225076488672,0.006454914255663788,0.001981634334880947,0.003859573907537069,0.0002865078835381391,0.0010896878808851116,0.0013319171404456564,6.551746690518894e-05,0.0004392674475092608,1.5104414428314067e-05,0.0002430499042114117,0.02616330209888031,0.007138759977786912,1.7066009038243175e-05,0.0002563556627602735,0.006302958666302139,0.007725882526788786
75,0.9603677391807482,0.9877141633939681,0.006769269046084576,0.002082109508905691,0.004049755659608894,0.00030111271582317176,0.001143449336043966,0.0013998490125550608,6.884378136652808e-05,0.00046196532272975855,1.58798011071627e-05,0.0002556595578763931,0.027567039476431666,0.0075145821301620865,1.802371860880272e-05,0.0002705583579795352,0.006635812678084374,0.008135217565708232
76,0.9583065160579874,0.9870752252066674,0.007097445162076523,0.0021874553528204825,0.0042485156595112135,0.00031643387180425154,0.0011996419161315534,0.00147111667277903,7.232753165839248e-05,0.00048580323116690743,1.6692277872303304e-05,0.0002689042967143995,0.02903983129122465,0.007909565719941286,1.9030103537749994e-05,0.0002854956481061268,0.006984840141801197,0.008565285177367111
77,0.956147190303772,0.9864042362030265,0.007439904251995266,0.002297884443705135,0.00445616364595423,0.0003325034855659476,0.001258354138374176,0.0015458702057332388,7.597531098436149e-05,0.0005108355373162099,1.7543448465487522e-05,0.0002828147188441192,0.030584781432117673,0.008324650965692564,2.0087468336573766e-05,0.0003012044401160673,0.007350748487780462,0.009017088254864334
