state,a,b,y
3550308,0.7740183644118453,0.24502033438085327,1;1;1;1;2;2;2;2;3;6;10;12;15;15;18;43;62;62;62;132;145;157;214
2910800,1.1701701007676337,0.14343103176493754,1;2;2;2;2;3;3;4;4;5
3304557,3.205972914743303,0.22368196433753096,1;2;6;6;12;14;17;22;22;29
