date,state,totalcasos,casos_preditos
2020-02-25,São Paulo,1.0,1.0
2020-02-26,São Paulo,1.0,1.7136309822638156
2020-02-27,São Paulo,1.0,2.652273432472293
2020-02-28,São Paulo,1.0,3.983923157374692
2020-02-29,São Paulo,2.0,5.9237186558971135
2020-03-01,São Paulo,2.0,8.769894316713101
2020-03-02,São Paulo,2.0,12.945163556576231
2020-03-03,São Paulo,2.0,19.046549571203485
2020-03-04,São Paulo,3.0,27.902037618449313
2020-03-05,São Paulo,6.0,40.623682900455705
2020-03-06,São Paulo,10.0,58.630730498597714
2020-03-07,São Paulo,13.0,83.5916297332488
2020-03-08,São Paulo,16.0,117.20856464865376
2020-03-09,São Paulo,16.0,160.77208885434231
2020-03-10,São Paulo,19.0,214.50161781828575
2020-03-11,São Paulo,45.0,276.89259800230036
2020-03-12,São Paulo,64.0,344.5052213657747
2020-03-13,São Paulo,64.0,412.5654941437391
2020-03-14,São Paulo,65.0,476.24957646298105
2020-03-15,São Paulo,136.0,531.971540916883
2020-03-16,São Paulo,152.0,578.0020090219366
2020-03-17,São Paulo,164.0,614.2957109561542
2020-03-18,São Paulo,244.0,641.8881793370423
2020-03-19,São Paulo,287.0,662.2764526538263
2020-03-20,São Paulo,396.0,676.9927051835132
2020-03-21,São Paulo,459.0,687.387653041679
2020-03-22,São Paulo,631.0,694.5593087075729
2020-03-23,São Paulo,745.0,699.358782602175
2020-03-24,São Paulo,810.0,702.427135274814
2020-03-25,São Paulo,862.0,704.2388647015309
2020-03-26,São Paulo,1052.0,705.1414794735306
2020-03-27,São Paulo,1223.0,705.3878567431846
2020-03-28,São Paulo,,705.1613012617494
2020-03-29,São Paulo,,704.5943780941667
2020-03-30,São Paulo,,703.7828242826196
2020-03-31,São Paulo,,702.7957224623417
2020-04-01,São Paulo,,701.6828967796575
2020-04-02,São Paulo,,700.4802706639337
2020-04-03,São Paulo,,699.2137400929557
2020-04-04,São Paulo,,697.9019701963301
2020-04-05,São Paulo,,696.5584129974911
2020-03-05,Rio de Janeiro,1.0,1.0
2020-03-06,Rio de Janeiro,1.0,1.4088903830924981
2020-03-07,Rio de Janeiro,2.0,1.9564460675095758
2020-03-08,Rio de Janeiro,3.0,2.6994116686960004
2020-03-09,Rio de Janeiro,8.0,3.712871125058769
2020-03-10,Rio de Janeiro,8.0,5.097372026174347
2020-03-11,Rio de Janeiro,14.0,6.987815831319005
2020-03-12,Rio de Janeiro,16.0,9.564461199701038
2020-03-13,Rio de Janeiro,19.0,13.066105672074633
2020-03-14,Rio de Janeiro,24.0,17.804909947333265
2020-03-15,Rio de Janeiro,24.0,24.18116834360849
2020-03-16,Rio de Janeiro,31.0,32.69432744703821
2020-03-17,Rio de Janeiro,39.0,43.94350694842946
2020-03-18,Rio de Janeiro,63.0,58.60692452383143
2020-03-19,Rio de Janeiro,66.0,77.38638197939567
2020-03-20,Rio de Janeiro,109.0,100.90372780038473
2020-03-21,Rio de Janeiro,119.0,129.54651611262247
2020-03-22,Rio de Janeiro,186.0,163.2845082022875
2020-03-23,Rio de Janeiro,231.0,201.51328981749722
2020-03-24,Rio de Janeiro,303.0,243.00554884196637
2020-03-25,Rio de Janeiro,370.0,286.0331847976681
2020-03-26,Rio de Janeiro,421.0,328.6522606717976
2020-03-27,Rio de Janeiro,493.0,369.0550381495375
