beta1,beta2,gammaH,gammaU,delta,h,ia0,e0
0.8710343747718703,0.5052301507576393,0.1892049169314901,0.10006706473918228,0.8436976223062358,0.32818572297356785,6.562489145406865e-07,6.311815450357458e-07
1.157824512791832,0.7542428233520749,0.18971245027240294,0.15733493041826363,0.4896150271949755,0.2972243476971467,3.289876017926196e-07,2.2333523060576919e-07
1.0424733445227492,0.5711868248691726,0.16897029208706565,0.12192288913955526,0.6785718406004065,0.2859559558900502,3.772733929716375e-07,3.80384358335331e-07
0.9209872500646455,0.5497553603826358,0.13923831325611455,0.15435432093075238,0.8082768622180835,0.3202612699469644,1.3509675053754093e-07,4.297984898914664e-07
1.1609564204393645,0.7669905229482786,0.10143494696784269,0.17674568611667185,0.4431863208212437,0.30457482600839997,4.46831140389888e-07,6.370074017679216e-07
1.0906833232029651,0.6398166021586701,0.14518591747618184,0.15149804110779141,0.6032210092619908,0.29372685778543633,1.8141589187788532e-07,4.829901754975593e-07
0.9322773258012457,0.5462734491641381,0.11936711723209345,0.08807092098076971,0.7631845054670077,0.34906455901883526,3.3512965427280726e-07,4.3537864775365904e-07
1.1467107219418367,0.6818588716532293,0.15698632586327432,0.18642136112343488,0.5435958598744995,0.24576479219057643,5.266533680440489e-07,2.4551646526150785e-07
1.1413944897738046,0.642087096192721,0.12900869625760575,0.12918842849313292,0.6021131963624792,0.326004990037551,4.322892114922649e-07,5.915235978632198e-07
0.902196700624466,0.5932990466305267,0.11100581000469945,0.17574279799041795,0.654295695939192,0.25827153757766613,2.8969478450043245e-07,4.586025681770876e-07
1.0561558431349836,0.5835402899093347,0.13848517963673776,0.16976159233014568,0.6776742664511296,0.2321643974253333,5.523885524642885e-08,1.7308736165367267e-07
0.9979433405294685,0.6280863496729286,0.13944794702552885,0.15612858172147995,0.6689642948781973,0.3220594732622512,2.5558443646138124e-07,3.261407604883473e-07
0.9967130787658013,0.5352813683835906,0.16887189554634796,0.12741015141476153,0.7843321113370404,0.2854532279372973,3.008401349378311e-08,5.869141022356939e-07
1.1810139314247994,0.6327050114386538,0.1769004947456868,0.1165706794203529,0.6529793336879208,0.2553228207505353,4.2400741955980593e-07,5.482911397051596e-07
1.1638147831886039,0.7434380096461667,0.14935021873250617,0.13047546497489626,0.4504435876216577,0.30255097486480703,3.17719230256921e-07,5.613895397902194e-07
1.0998343407360176,0.6037108847020579,0.14573812690925084,0.1543819738261645,0.6782802605304021,0.2863933543455879,3.706804053075713e-08,4.301542704035873e-07
1.3212470686482578,0.750796866309241,0.1690148698180337,0.16206047352231281,0.46359622078788654,0.2886434558479302,4.065940951694243e-07,2.40758398370261e-07
1.1104823668405415,0.6928163617819514,0.1667610451609279,0.13687772895557546,0.5394570753374343,0.29363667501891516,5.921747800429459e-07,1.560852875732508e-07
1.1495508431051071,0.7129123005860603,0.08758588051799857,0.13631296496721867,0.46149913796658665,0.28507541854423696,1.3256432709238058e-07,3.561602308746295e-07
0.9107987982082812,0.5166407161487976,0.12746001849286653,0.15718216773543794,0.7766336971142714,0.3173040809058463,2.662783649328917e-07,4.979162425725352e-07
1.3037053736022752,0.7283107293143888,0.10001404129332739,0.1449769843287042,0.4809990563058019,0.2794762660634339,6.389944195093754e-07,2.307243475924541e-07
1.1992859035248877,0.8168013969225855,0.1490591544305571,0.1993428534030712,0.41356437303426374,0.23355450974088704,3.9633517188664944e-07,4.252311223677961e-07
0.9471073347570924,0.6133980031069087,0.13610014219356328,0.13580840746911602,0.6226312133503308,0.30075743287094453,6.00127630057035e-07,4.915523672352098e-07
1.1593977977688492,0.633438884934353,0.12616292558239672,0.11972910197249684,0.6192910564033703,0.29235700591567,4.599873823014048e-09,7.899656830125399e-08
1.248047587754709,0.6420040180729815,0.14334677431756748,0.1343857177361605,0.6210389061376159,0.2833814590788191,4.3450223641435284e-08,4.269061257298366e-07
0.9438611134492678,0.6158994128092175,0.14513644001399328,0.16943780658008695,0.6080398403540991,0.2896610002788663,3.698732701244294e-07,3.5384002146715256e-07
1.2434031867864044,0.7741229930690384,0.11483066652409434,0.10870572263182039,0.43844506339467687,0.30216567212109985,4.244254822565123e-07,3.8186333645911556e-07
1.0601114837878063,0.7027455082202556,0.13886793983709048,0.17472078174733038,0.516012494738388,0.2712289513267343,1.650662924540316e-07,6.662649612557019e-07
0.929135502270609,0.6406914379558176,0.09412126463263235,0.13266093175622565,0.6032409476367976,0.30309109308367777,3.2375937685581964e-07,1.908562793037708e-07
1.32321630940611,0.705747434329549,0.1546096814526173,0.15050882635075086,0.5241335982432127,0.26701443654252416,8.939769066785015e-08,5.191579012505475e-07
1.1599954192118787,0.6559228264362877,0.18412788351794004,0.1458081860604724,0.5847746699857431,0.24876505556969605,3.126470044972076e-07,4.2521833353192397e-07
0.8933862689477048,0.5582838250612204,0.16932213066496832,0.1683557824188215,0.6956325496931932,0.28457868588069274,2.486520194776881e-07,3.2446308210420786e-07
1.126360504126491,0.7525131216805209,0.14788742232731525,0.10320716102092825,0.4824853434625192,0.30299765985502386,5.493308605100448e-07,3.5712607934538106e-07
1.1517797632837532,0.6444166830774255,0.1563265913739546,0.09002532760805654,0.5731335883873663,0.3019796442138143,1.5705023950797933e-07,3.428985744359965e-07
1.0866076054727583,0.6029052947808656,0.14055092093885388,0.18167505550962737,0.6833845747283016,0.2614511987639081,2.462598694362311e-07,1.6477854040218156e-07
0.9248630771786843,0.5364893521961197,0.15272764345471765,0.13635679855659352,0.7858949133571178,0.27975016679464415,1.4720070966058617e-07,4.109092674739772e-07
0.8749262974645594,0.5468621133717129,0.13987705559075578,0.16070514816166628,0.7650115946830016,0.2746831809101709,2.322462998559671e-07,3.2425845207484295e-07
1.0469996268171622,0.6908862833215319,0.16147577668284774,0.0772770240712766,0.5495879088731269,0.2909113760838898,6.407742612404529e-07,1.5267888803254693e-07
1.1263351756335394,0.6992008705149699,0.13095500362697585,0.16496986586900583,0.5215704798570802,0.2626496110652539,2.557757230327359e-07,3.318704652719737e-07
1.1186427210654537,0.6542080769954894,0.14905030512551878,0.16467687811019405,0.593375945447535,0.30520916913195734,4.872891033568091e-07,6.003195697081569e-07
1.0187183246857348,0.6086414059207822,0.10671940873006364,0.1363480023465396,0.6537870355746324,0.30522272559477875,5.508773283970942e-07,3.5809057935794075e-07
1.1181047808655937,0.7754044617261956,0.18903427765311176,0.12915760575824128,0.47873290076242714,0.2870916971701558,4.251637661729171e-07,1.9896521758698944e-07
0.9346521113650582,0.5438372075085218,0.16321965384873632,0.11086614466545684,0.8045248451370463,0.3088307533139479,5.431179116699143e-07,1.7636550807043277e-07
0.9528840471828046,0.5547980691287902,0.10176317659502124,0.13869910712327668,0.7866831413069405,0.3155322340314318,1.804555672320347e-07,1.7343390809878e-07
1.0509992516463709,0.6274379236805899,0.15625484312729349,0.16618919611719943,0.6446394675204249,0.2664317606907842,3.7447990730095815e-07,4.989284106276842e-07
0.9444197560959039,0.5600644080712146,0.13527859296310044,0.1606747622486336,0.7378373963204233,0.30849465118134156,3.0498073118460906e-07,3.873387138465063e-07
0.8104505765627099,0.5475997391297895,0.13100067503883164,0.14915451599908758,0.7492450442010133,0.2624594880132031,4.934708599284037e-07,6.534775476810517e-07
0.9526276365439895,0.5204838786851237,0.12774975206444653,0.1788417312595169,0.7929112795089392,0.28097268772478107,2.535231509455915e-07,1.659333058624142e-07
1.1298908367885028,0.6439838438161994,0.17046542944777104,0.1551565787728331,0.5909942850720787,0.2414964876926462,4.4070930896757205e-07,4.6720055576448107e-07
1.0686744327036939,0.6607386572269498,0.15103767883264113,0.14273456229715278,0.6054555378181348,0.28902511729458463,1.6659842311816397e-07,9.124165613234444e-08
0.8485984713179676,0.5350730391332152,0.15256555627178206,0.11964867867729086,0.7942723188745779,0.339951657207939,2.156306654375468e-07,5.89158749539088e-07
1.0758153305530196,0.6208739666730352,0.1709633829801416,0.1086713360317055,0.6021315887006565,0.27157595720747246,6.637111729240814e-07,1.471271691592042e-07
0.9672689728626234,0.5250018171297905,0.1097999489316683,0.15108867191105213,0.8181844370756626,0.33094621294665655,6.430892933798908e-07,4.72324409987105e-08
1.0578003455264386,0.6819880379876984,0.11271381463835475,0.181552456794355,0.5477338868913426,0.2585608860982507,3.9494784407097886e-07,4.466329236729445e-07
0.9535668257223574,0.6040198397420398,0.19139880678713722,0.16266068264653186,0.6210535539908365,0.2283813802016097,6.575531914013718e-07,4.3799433390309897e-07
1.3463307382529932,0.8380991600775657,0.14513696087694883,0.09105399943726385,0.38998980332493516,0.29207728456574444,5.542061697054715e-07,2.1990343167202372e-08
0.955658266381453,0.5817830524231415,0.18858631308894397,0.14742366153861092,0.727785732824004,0.29199865745272335,4.1298595269969366e-07,4.69166286979309e-08
0.7823239091411189,0.5280329656523542,0.17468422719109236,0.1556037999790857,0.8241481950988336,0.305427360904857,5.103865909272909e-07,4.5222651967074855e-07
1.1655349264490278,0.7246663375296407,0.11360749522328295,0.14661640772263868,0.5142888979129608,0.3005475529583917,2.6647981365996683e-07,1.7713383624953812e-07
1.0601239485792784,0.6984375667104418,0.1952211684927906,0.14008106002769385,0.5202557134279092,0.296067422138538,5.669666834656985e-07,2.887352118878822e-07
1.3037430635472,0.9023495137811384,0.15888956500078358,0.15607271104771078,0.3328076507186548,0.2588621056099863,4.537879020457085e-07,4.851722940796771e-07
0.9812290654594462,0.5892502076590943,0.14446915406065947,0.11875230473030488,0.6697931314864051,0.3195271663956765,1.6892126105327567e-07,2.595259956931387e-07
1.0351586725953719,0.6741388436969191,0.12066973531309914,0.1604972912158968,0.5420866289759056,0.28545386505534737,5.555061544245809e-07,3.232606928870979e-07
1.0809235830200274,0.5876383505869076,0.10586433817627383,0.17810109777152514,0.6842384333703636,0.32707107595045365,2.505354194593394e-07,3.036453465123159e-07
1.2557119481177492,0.8614889209441073,0.1774424125879435,0.1960845100674967,0.37739571807815836,0.24227359401759851,2.0843718747801022e-07,4.4076417535559675e-07
1.1199482104961833,0.6605795571918831,0.16616668231709839,0.13266610518195157,0.5901355775251075,0.2581777219816522,2.960469280996763e-07,6.117583465662283e-07
1.0986095783471452,0.7044590250192121,0.1656721284521177,0.11478863821560589,0.5427319450905305,0.3101958822258289,4.877690475861853e-07,1.5801950493326446e-07
1.1048348552314182,0.6384485200200924,0.1520616318005349,0.18563890832484858,0.634896948429753,0.2935124919956356,4.253298962568392e-07,3.9152289494480915e-08
1.1586540181421592,0.5855088800379986,0.12754091146280028,0.1406804616677208,0.6512018845026485,0.26573710201609796,2.7135411206285476e-07,6.938813608262981e-08
1.0666606837629715,0.7013856272371679,0.14155636715514147,0.13793846006697932,0.5436466217897752,0.29526644337017977,5.367562009989752e-07,4.879539997287708e-07
0.904699097668515,0.5185292337948586,0.11256719831020404,0.15265307586856888,0.8219596478960423,0.3169779426399931,6.287362673971974e-07,5.200157263466665e-07
0.9177094448656676,0.5759389086476924,0.13419415969403123,0.14887878426581957,0.7004046911628634,0.2864902511033046,1.0861203067226167e-07,3.4813180552215014e-07
0.9319064333100792,0.53952535879214,0.116023214003459,0.1548347856638421,0.7557001351905498,0.304605144527142,5.331553225418988e-07,6.201093751302781e-08
1.0621101563468427,0.6024065826900361,0.12732555757396566,0.12023439464096033,0.6621800073970563,0.32251019082139654,2.3618056265119124e-07,7.412490518175642e-08
0.8807508428575264,0.5039423062655937,0.18890892240644114,0.17078772915157575,0.8389226582897213,0.24747060872231474,2.811006284600173e-07,3.149964355166979e-07
0.9949183444605241,0.6200239470469948,0.1669631337249218,0.10463925057524644,0.6299719800040494,0.3126777543597524,5.033892742647274e-07,1.736315439994905e-07
1.3080948995790251,0.7524690019294717,0.1394536093203359,0.120849384356545,0.4540851950453376,0.3105169207744116,4.5181184278468474e-07,1.836607767349301e-07
0.766661559039608,0.47309465985928245,0.13378452305008418,0.1350557446931577,0.9375057445436045,0.3451729555035425,4.793358678873206e-07,5.292886221874767e-07
1.155900723791324,0.561328697254619,0.0938125377591984,0.1586371083040527,0.7343433912703209,0.28355396627674306,3.0680925654132974e-08,2.736949421756053e-07
1.0011978672230066,0.6079429466416234,0.13845154148317806,0.13334659535459512,0.6424456522677616,0.3385312553689462,6.490126787623934e-07,3.244957517532403e-07
1.473122042195624,0.8981056672021557,0.15120832042020535,0.11693400115044233,0.3551565477508354,0.3080677502611224,3.503823786981166e-07,4.288533212140882e-07
0.9481320385559147,0.5729713561605694,0.14666257213890949,0.1623642866590304,0.6932021790765329,0.2550286051448674,2.968503260571547e-07,4.417357391291857e-07
0.9317289652217388,0.5957891072376985,0.09916977693471046,0.13366713202464925,0.6614223079428186,0.3123540397956018,5.675366732580776e-07,2.901395046020485e-07
1.1211980956461396,0.7247240176859813,0.1168045637276223,0.09447404970750502,0.5290360533515786,0.32488540816827244,3.4326575204846026e-07,4.5826491819304657e-07
1.0489823196632362,0.6493600999479319,0.15379560525831676,0.1495756849766464,0.5292690170090386,0.29412098712748475,4.883852797748266e-07,4.1168839759994895e-07
1.0671224414070504,0.5942253706066388,0.11774519158164021,0.17752089685399217,0.6649904032602643,0.3014335810997185,4.072640515247794e-07,1.810103403450127e-08
1.0698188563650703,0.5733871796500547,0.16527718221002582,0.1521062023804324,0.7402620385254657,0.25421955620789144,3.5392010474783595e-07,2.595298512065514e-07
1.0526489424123857,0.7032078565073678,0.14296660791075488,0.1774946806065113,0.5486011585607137,0.2984844442747189,1.9133668650148894e-07,5.659083122018197e-07
1.0496322225607273,0.6495499198008742,0.1293839252046502,0.13459878475150447,0.5537994420416096,0.2929396924619011,1.72036988391705e-07,4.6025140947856476e-07
1.0846482924569871,0.5967247437996555,0.14932403001892017,0.13112812103374627,0.6995008274144752,0.2876870854783211,3.0671770272398745e-07,5.691777778706605e-07
1.1139391482802883,0.6082078071134527,0.140733224059312,0.1031077495199689,0.6553346418259827,0.3001956318231172,4.6629598951028107e-07,2.0344193115364986e-07
1.0736284320301346,0.573754321013129,0.14407096266108813,0.12853810990934794,0.6810979885986866,0.22857928850785697,6.168713039434851e-08,5.395695482442353e-07
0.9350745125990894,0.5781762598798966,0.15732717474675395,0.1490394597095646,0.6870537889628135,0.27655915756254545,1.5978742356406333e-07,4.79246878534201e-07
0.7369114299174392,0.46433012369299487,0.14924991410687274,0.11608939443809083,0.9349800715784782,0.2708691770521719,4.958568075726051e-07,3.722151859063348e-07
1.115320388446193,0.8124072140786364,0.1546863279441585,0.14606242808903638,0.412095068185002,0.28397713167619504,4.5210830181354107e-07,3.6104202946275073e-07
0.91410823706762,0.5583848374731906,0.13910238283135687,0.12449815507167591,0.6971020581094458,0.30478454359874185,4.576343032810037e-07,2.899169665689372e-07
1.06531988298625,0.6844267072780728,0.11451257879741711,0.171755905411475,0.5573847654798043,0.26340704000202003,4.0336448232501923e-07,3.4312996483423174e-07
1.1328992916308618,0.5982582009024606,0.10794392756246118,0.11665318089847697,0.6948005339510472,0.2997720217255495,2.1924807773693705e-07,2.3573616980517474e-07
1.0517089289194044,0.6427610441995556,0.12900422435047665,0.19256198590404192,0.5907120278105387,0.29857554798197,2.403331102770149e-07,1.3226863197796697e-07
1.0790447291334047,0.6999814941005654,0.09727773410979024,0.12074210557295331,0.5265309350304356,0.3122218071297909,1.9567145810455436e-07,5.50153533982472e-07
1.0671902158052622,0.5725897928136751,0.15458365160248588,0.1857519864170517,0.7143637476069019,0.2721992258028384,4.5423321795630563e-07,3.9086749974551895e-07
0.8926722690308654,0.6041977119122313,0.1602347829588409,0.14002979221417242,0.6769962874112506,0.27718685230875634,4.806225103984153e-07,1.9019321981656228e-07
1.2035240053441267,0.558255025653104,0.13118215446923867,0.14910206557200964,0.7150217882894733,0.278797553457321,4.942499714846098e-07,3.2193175695993486e-07
1.1001311849593567,0.5999312726913884,0.11095518987499894,0.12370589219543603,0.632720446611654,0.29403994655991955,2.688354044429282e-08,3.1241192918958634e-07
1.0968781645466286,0.6683201733495334,0.14134075394124943,0.12875044378163195,0.5659029855568829,0.2967436873400197,5.043596989376228e-07,2.9054956879678816e-07
0.8633730066133913,0.4647186756223715,0.13989250057861838,0.15279120926664685,0.9146443393348875,0.2800524555510151,1.9577437382863544e-07,4.239072467957734e-07
1.2147173512998908,0.7252286418769537,0.1617207845051966,0.16108040357973305,0.4679888014279162,0.24078966825587986,1.058946824672504e-07,2.0571634286561345e-07
1.1225067102516368,0.6205680570046708,0.16066903694909185,0.13713194571820314,0.6333494976297854,0.2855828362219873,3.9907230727885525e-07,9.664898646659747e-08
1.1832325404519077,0.7071308408906951,0.19125807997990002,0.11862239497745242,0.5350195487889198,0.30965233038393153,3.5254760394560567e-07,4.7262809475651026e-07
0.9100133440803112,0.5607613769494348,0.12701079320842895,0.13862660381907832,0.7322813436895865,0.3053268344453792,2.221679434777594e-07,5.950577878205362e-07
1.330851885588597,0.7731754682080931,0.13594529687076423,0.13406543038505672,0.44162074382405303,0.3103694314439496,4.798946562676524e-07,6.251433988789731e-07
1.108771053545444,0.6111671551159481,0.1605451492185732,0.16507551002818674,0.644788197903785,0.27494505078896303,3.2633793020522603e-07,2.3394236847303386e-07
1.0198895889312751,0.672848900360606,0.18137817956375685,0.11961719514734928,0.5592777889610135,0.28702005406102127,4.337916619760451e-07,2.8977174309080114e-07
0.9712480739705844,0.5721409684668096,0.10986032488271825,0.10691657028620602,0.6533587521846189,0.3017352876819298,5.762697341517575e-08,2.5849300005605e-07
