Infec_mean,Infec_lb,Infec_ub
1847585.8880487909,1714063.6665570734,2008954.452834128
1850251.124044488,1718177.1255862936,2009462.6117572277
1852765.2512892117,1722067.561363334,2009912.2288813847
1855136.4857501169,1725746.3215490838,2010308.5736793058
1857372.6369991037,1729224.2602685692,2010656.5037780516
1859481.1245601247,1732511.7481002875,2010960.478006567
1861468.9915328666,1735618.6866059399,2011224.5948938522
1863342.9208998403,1738554.518405093,2011452.6118975175
1865109.2515254046,1741328.2485635895,2011647.979989444
1866773.9906927885,1743948.4499454838,2011813.8560772887
1868342.8308252774,1746423.2871798084,2011953.1337035252
1869821.162703404,1748760.523370115,2012068.4580518012
1871214.0902721104,1750967.5414140616,2012162.2518777004
1872526.443189167,1753051.3629501744,2012236.7304533324
1873762.7908252443,1755018.6615502744,2012293.9110817348
1874927.4547691788,1756875.7659211229,2012335.6381740756
1876024.5200724655,1758628.6695958015,2012363.593182275
1877057.846997166,1760283.0660298972,2012379.3052058658
1878031.08371526,1761844.3647266633,2012384.1699964358
1878947.675216294,1763317.6832251477,2012379.4546844568
1879810.8766546592,1764707.8759119269,2012366.3146507265
1880623.7600857692,1766019.5409932937,2012345.7973436688
1881389.2255438217,1767257.0294612427,2012318.8495757354
1882110.0104706204,1768424.462772528,2012286.3285325095
1882788.6990446704,1769525.7430643488,2012249.0088117735
1883427.727977552,1770564.5540202097,2012207.5963701347
1884029.3960058542,1771544.3951851658,2012162.7145476928
1884595.868331336,1772468.5549289973,2012114.933455944
1885129.1915737959,1773340.1608120012,2012064.7894360744
1885631.2924053199,1774162.1717716784,2012012.732248568
1886103.98818888,1774937.3753218073,2011959.169388275
1886548.992110982,1775668.4062855376,2011904.4732929526
1886967.9189597897,1776357.7550657163,2011848.9889776642
1887362.287736833,1777007.772716748,2011792.9955199594
1887733.5336138115,1777620.6902592224,2011736.7571282014
1888083.0075967044,1778198.6040222053,2011680.5031396886
1888411.981995208,1778743.4965185751,2011624.437928546
1888721.6566512147,1779257.2421765847,2011568.7402851668
1889013.1603955682,1779741.6080929753,2011513.5602215454
1889287.5570297947,1780198.2632658537,2011459.038761439
1889545.849002713,1780628.7823933286,2011405.290399559
1889788.979877754,1781034.6535521275,2011352.4192360267
1890017.8374644765,1781417.278500657,2011300.5280713362
1890233.2594297489,1781777.9811845478,2011249.6739902615
1890436.0336047707,1782118.0197368832,2011199.9207961315
1890626.9021977282,1782438.5688476407,2011151.3139600568
1890806.5632202984,1782740.7390359088,2011103.8920970275
1890975.674558248,1783025.581603379,2011057.6845033425
1891134.856026274,1783294.0850953567,2011012.7138867665
1891284.6906281551,1783547.1762467718,2010968.9966624572
