Hosp_mean,Hosp_lb,Hosp_ub
22701.73309944149,5474.990580988819,33384.985659098624
23874.578362299868,5688.466806522563,35115.30878217738
25081.263126893915,5903.897988081473,36890.37567082975
26319.725800451622,6276.18949368619,38706.15924467251
27587.536412584148,6726.686558688871,40558.01718477666
28881.88841483868,7221.396167320665,42440.68573694848
30199.594592053447,7746.105277335086,44348.28276521534
31537.08849409287,8085.304548354878,46274.32041634138
32890.43066971306,8434.441394348472,48211.727608056186
34255.32158552866,8738.683538851401,50152.88423969946
35627.120062853435,9563.308003898059,52089.66623038568
37000.867665410486,10457.555143475092,54013.502374120406
38371.31995570095,11197.302371450132,55915.43981319391
39732.9838454182,11642.022253705429,57786.22295954466
41080.15996065367,12022.569617673726,59616.38234126182
42406.99064210921,12402.357327769132,61396.325605134094
43707.512108007126,12780.29823694003,63116.44133837289
44975.71093665868,13155.253118579967,64767.20814473541
46205.58267390551,13563.032618560668,66339.29956489956
47391.19238466941,14376.945032235526,67823.69669524589
48526.73617172569,15218.118337912143,69211.79572938815
49606.60256708315,15961.932849255529,70495.51497360514
50625.43113004224,16614.392465183133,71667.3917305005
51578.16971313921,17270.605964959585,72720.6755890458
52460.12682335734,17927.4798739802,73649.40838174845
53267.02040018184,18581.744319885336,74448.49362453898
53995.02051934649,19229.990627628067,75113.75393477868
54640.78613378107,19868.71338933894,75641.97086328585
55201.49475243656,20494.35372513507,76030.91915627566
55674.86511892977,21020.793438702727,76279.376983544
56059.17266279557,21385.974131706593,76387.12406754958
56353.25754055825,21724.04101437312,76389.11677847052
56556.52528573351,22199.546284677097,76674.86531178499
56668.94017721054,22990.650627485185,76842.07640739669
56691.0124333148,23581.41832145922,77034.8316087905
56623.779014621185,23649.92474602432,77127.86868490007
56468.77854455979,23679.534249693905,77105.79192517838
56228.02188772581,23929.26204728335,76810.65247603923
55903.95845854032,24282.178687369982,76279.47961103488
55499.438629978584,24382.60048312335,75460.48401723884
55017.67380676319,24651.45722877737,74507.17304179582
54462.194743486056,24133.308046219736,73800.14176629487
53836.80857166108,24086.020588614883,73179.1613005402
53145.55543894604,23017.63383618294,72310.05505495175
52392.664769660936,21458.18540087483,71371.48535787791
51582.51274807486,20625.456106510304,70597.24029622496
50719.581434821535,20346.74432428514,69621.1270093849
49808.418722703645,19164.56020982165,68545.33374853311
48853.60120673035,18792.140009264862,67291.95399032011
47859.698586403654,18402.791200203872,66262.78271946784
46831.24171328427,17998.335451267216,65191.05021947775
45772.69285044067,17492.167593242324,64094.764846941485
44688.41898082813,16912.30584229621,62966.09588624547
43582.66832918841,16291.700602099641,61587.30228758605
42459.54921531484,15556.081401157502,60108.906573581626
41323.012594178705,14831.396525981068,58802.206120023264
40176.83732683153,14114.056699415829,57430.947130582004
39024.618056561616,12802.75364755858,55972.570475905406
37869.75534316172,11660.598671107065,54498.48220064673
36715.44943086017,10647.116824507117,53083.82315144781
35564.69503841793,9675.32920427238,51670.826851814854
34420.278865704255,8746.139778785218,50250.560771961056
33284.77903996852,7860.1382801440595,48838.74156755045
32160.566328358826,6954.874258453299,47422.241967810754
31049.806465370708,6080.737034353548,46005.04007124362
29954.464291255244,5256.501408090793,44590.86446590983
28876.30891859346,4481.511856234523,43183.18977317246
27816.919870051206,4022.2363177500083,41785.235715478804
26777.69382560278,3603.788108584333,40399.96971074365
25759.852437782603,3205.4824788494916,39030.10862676203
24764.45052116745,2827.286276277726,37678.12328615881
23792.384288199195,2469.072900863437,36346.243786852196
22844.400539870425,2130.633135961558,35036.46797978629
21921.105216362426,1644.0845770444394,33750.56878528754
21022.97301986347,1032.5790795417015,32490.105099209395
20150.355531469522,465.6938524268844,31256.43137562847
19303.49107712316,114.2850387198232,30050.705145828873
18482.513019019374,10.518005679819908,28873.90027046877
17687.45849531684,-171.18728450047638,27726.816854114884
16918.276413863525,-337.04996614541597,26610.09293897259
16174.835882262954,-487.8116336919102,25524.215054022556
15456.933714169889,-799.9705600992493,24469.528190949917
14764.301815129416,-1119.7063442463477,23446.248149223367
14096.613921927259,-1407.4763011852501,22454.469318926458
13453.492265403069,-1665.1127332182969,21494.177258388372
12834.514525861146,-1894.4119980497544,20565.444272972785
12239.218762264174,-2097.130687292669,19670.915840984395
11667.10929454534,-2305.0712080109533,18806.883888675846
11117.662210431135,-2510.5361761603344,17973.02070176135
10590.329230088919,-2689.2036595715726,17168.931734631286
10084.542565317794,-2842.9592907474253,16394.16350304994
9599.71911404097,-2973.609401483245,15648.209451213193
9135.264003261578,-3082.8873840898887,14930.51895909167
8690.573787244364,-3172.44285617238,14240.5010779041
8265.039819404552,-3243.8507663319706,13577.532816234321
7858.050890576417,-3298.6039265956906,12940.963271061673
7468.995485583711,-3338.116329963448,12330.118701514433
7097.264773884996,-3363.7262148216078,11744.308692684459
6742.254040803167,-3376.695945883099,11182.829038357293
6403.364334723205,-3378.2105209836172,10644.965508957219
6080.004548496109,-3369.3843185667856,10129.998469463859
5771.592577802509,-3328.382180495836,9637.205170684576
5477.556414751109,-3267.0075045471294,9165.862711808364
5197.335200301733,-3201.8072661758933,8715.250634368593
4930.380475748912,-3133.374168036433,8284.653721742188
4676.15649407192,-3062.2439067919786,7873.364158029962
4434.1408518487015,-2988.914637408492,7480.683024990563
4203.82458638161,-2913.839769055532,7105.920905481944
3984.7138992247014,-2837.4307164637335,6748.402303290253
3776.328952287565,-2760.0695716196924,6407.463740396883
3578.2046846850985,-2682.0961782127147,6082.45597169553
3389.8910439429023,-2603.8254387000193,5772.744975944874
3210.9525618896027,-2525.5363155085993,5477.711897636331
3040.968903432793,-2447.488508919293,5196.754625725405
2879.534402872213,-2369.9021516301427,4929.2853724207125
2726.2579694752735,-2292.978014486926,4674.73335085773
2580.76304644194,-2216.8964132392575,4432.545388705263
2442.6872088351756,-2141.8141826884257,4202.192691422551
2311.682174251949,-2067.868589933368,3983.1543585771046
2187.413234754107,-1995.1796199195605,3774.9305786207515
2069.5591066502825,-1923.8508172096977,3577.038349737668
1957.8117005419056,-1853.9695379822726,3389.0119996249114
1851.8759060305174,-1785.6090620759828,3210.3474702987614
1751.4685734590914,-1718.8310736414985,3040.3119285968633
1656.3189357670112,-1653.6840243527417,2878.902049223566
1566.167736904067,-1590.206970558271,2725.7128717207024
1480.767365986449,-1528.4284109551709,2580.3551229017103
1399.880944374099,-1468.3688276551914,2442.456061741069
1323.2822874354727,-1410.0395593638902,2311.6578825408114
1250.7555132087055,-1353.4470441446174,2187.6173731334443
