Infec_mean,Infec_lb,Infec_ub
368318.0801160076,334913.92789303354,415945.6072721486
368665.0290242145,335499.17335515475,415799.8247997657
368991.76091789233,336051.68573921523,415654.8259570619
369299.42687515396,336573.2250986138,415511.0698645966
369589.1157624294,337065.4634216796,415368.9555667196
369861.85733965883,337529.9908873195,415228.8268295977
370118.62507731555,337968.31706813216,415090.97846706456
370360.338724113,338381.8750947324,414955.6601637557
370587.86728777766,338772.0248828716,414823.0820915126
370802.03140812065,339140.057250498,414693.4183499701
371003.60577594227,339487.19561656896,414566.81000041304
371193.32157002523,339814.59832493827,414443.3690456496
371371.8687732697,340123.3608636841,414312.7830131178
371539.8982666011,340414.5245205502,414183.0388478444
371698.0240155911,340689.0736115604,414057.307837939
371846.8249759736,340947.93932549865,413935.58394265466
371986.84713508474,341192.00322146196,413817.8477979754
372118.6049750876,341422.0986622013,413704.06491538556
372242.58326235117,341639.01299073326,413594.189846091
372359.23905553645,341843.4909997839,413488.16763976496
372469.00283093896,342036.2365006421,413385.9342352055
372572.2800585168,342217.91526537144,413288.67486096075
372669.452885422,342389.1557689866,413198.3966739138
372760.8811203662,342550.5517102055,413111.4738182753
372846.90366927924,342702.66528825194,413027.83053643955
372927.83945157996,342846.02488461207,412947.38822387246
373003.98896888614,342981.1296873366,412870.0617182326
373075.6349406904,343108.45187197055,412795.7661081827
373143.043576924,343228.43649777165,412724.41568102955
373206.4656176908,343341.50431595556,412655.91939198854
373266.13666289987,343448.05183928146,412590.20578783343
373322.278861526,343548.45384094684,412527.1747036708
373375.1011496822,343643.06323255,412466.7454228441
373424.8000844239,343732.21225526015,412408.8305694767
373471.56068907474,343816.213727189,412353.34279017756
373515.55702305963,343895.3639585533,412300.198351735
373556.95288391114,343969.9434135508,412249.31471344415
373595.9023707305,344040.2152360687,412200.61002037703
373632.55032469763,344106.42702403787,412154.0047521938
373667.03318334423,344168.8129686223,412109.4207217111
373699.47925525607,344227.59423942014,412066.78099114733
373730.0092555032,344282.97869269934,412026.0138958219
373758.73687228665,344335.1628297363,411987.0445710068
373785.76884237904,344384.33187301655,411949.80338642065
373811.2056718594,344430.6595933141,411914.22035463696
373835.1417782067,344474.3095943067,411880.2303455627
373857.66616815026,344515.4370531223,411847.7701966898
373878.86248122074,344554.1876471934,411816.77602741413
373898.80925647775,344590.69802004145,411787.1878835844
373917.58065494325,344625.09882169665,411758.9464880102
373935.24619991885,344657.5120597723,411731.9962531053
373951.8714481373,344688.0518396116,411706.28335046564
373967.5179650239,344716.8276156033,411681.7533920946
373982.24361690984,344743.9415026078,411658.3565150337
373996.10294065863,344769.4885100764,411636.04362594406
374009.1470869484,344793.5601574535,411614.76691306627
374021.42427545175,344816.2425399312,411594.48221741925
374032.97996955627,344837.615116565,411575.1468581098
374043.85665802204,344857.75369040447,411556.7189590579
374054.0945592958,344876.73018532747,411539.159691836
374063.7314841078,344894.61143211304,411522.43057047075
374072.8027960127,344911.4609282069,411506.4915572713
374081.34196447063,344927.33842243446,411491.3067602583
374089.38040107593,344942.2996556588,411476.84374203155
