beta1,beta2,gammaH,gammaU,delta,ia0,e0,t1,is0
1.2485984640905872,0.6426817303182162,0.14814922624422003,0.12118056258946139,0.6002868376158187,3.3182406118018436e-06,3.35422284589813e-06,14.622373717770877,1.1858784939378007e-06
1.4695443761628124,0.8086082564228267,0.1435939127552598,0.09915535011706204,0.4574272517107789,1.3909037808360955e-06,1.0712636073920007e-06,14.549539731775614,2.1757851934049016e-06
1.1659641714281126,0.6600361595643611,0.10791946143631592,0.09690825898090542,0.5907023409178216,9.778935585645696e-07,3.092114700276603e-06,16.875656277903992,2.5307966761114456e-06
1.4719370414763124,0.8351081997021258,0.14902694050211548,0.19863637113184882,0.37845715439878935,1.3955450691921777e-06,2.2424833720210305e-06,17.623023662364314,2.7409167791129216e-06
1.4086247781801013,0.8838116563930778,0.1137092113231668,0.15646985639835229,0.3518850189506153,2.708297264110653e-06,9.324395920805895e-08,19.75915612515932,3.3339594797570876e-06
1.0517657884473683,0.6310141394003735,0.18050080431213217,0.12458392225302041,0.5707821028923408,3.4173163497901363e-06,2.0238557232029565e-06,22.518589212171214,2.3432075270739627e-06
1.440660892495076,0.6426436664191101,0.18091151803299502,0.1787376334704427,0.6457071488491848,2.938559331371767e-06,1.3835311968733363e-06,6.940017254524163,3.4508145001965143e-06
1.1563654281746498,0.5883679735127794,0.1556264755901147,0.18429242594319314,0.68841675852728,3.0480999866883467e-06,1.6054980693330726e-06,11.993789516689713,3.1712954896648917e-06
1.2606397645604575,0.6751715280401017,0.11495526731426502,0.16715004475430514,0.5594086356285369,2.5049238672582064e-06,9.152854295086974e-07,15.730683468043656,2.4212980348539772e-06
1.4087432754653513,0.7703794505704077,0.16343950104316293,0.1390365307864512,0.42821393832708765,2.616940991741636e-06,1.0943145499277442e-06,18.44340974438651,2.1396060580823735e-06
1.4735706644538302,0.7298193877897182,0.11162861445843988,0.15390859331508827,0.47610454970082183,2.29149423939009e-06,3.4545475369990387e-06,15.638861088183402,1.1914489946787048e-06
1.2028838942577262,0.6739702354589048,0.11178332343292352,0.11393702242344306,0.5774160820874399,3.051461782436272e-06,3.2169117677610664e-06,13.476234252673045,2.8147291535934166e-06
1.490847519996213,0.7199084491950893,0.13321403991637945,0.07468273855113859,0.5497987754735889,3.170775549033597e-06,1.5770533800760995e-06,8.791669411877121,2.927042708316645e-06
