exposed_mean,exposed_lb,exposed_ub
668.882197879697,-859.1221591729962,1211.0185139998816
629.379207947934,-822.0775378624908,1141.0439530152903
592.2175351195524,-786.4192315162809,1075.1087669672766
557.2576464304568,-752.11965861258,1012.9793859459837
524.3691835517436,-719.1391898611789,954.4368711799854
493.4290851639252,-687.4412536465502,899.2753996687327
464.32261501855544,-656.9933208411522,847.3027130317963
436.9408350846048,-627.7570944406372,798.3350175888128
411.1811474479509,-599.6950708310369,752.1991398026382
386.9473576019696,-572.7711996380867,708.73249345895
364.14863946351886,-546.9497899978921,667.7798451866623
342.6999183362889,-522.1935492692849,629.1962034344502
322.52088428101723,-498.46679768434007,592.8457059727134
303.5358884650037,-475.7352705521115,558.5972667912953
285.67443621708173,-453.9639780941601,526.3299958501757
268.8697180342594,-433.1164005409087,495.93090019797694
253.0587874990488,-413.1608910495652,467.289930253015
238.18283797362417,-394.0633227811393,440.3046092408837
224.18647139388648,-375.79180809672675,414.8811145522535
211.017362720783,-358.3151267995504,390.92860674620715
198.62656809418107,-341.60396308730014,368.3619112932864
186.96777310917656,-325.6265342546739,347.1017155113311
175.99750746856554,-310.3543413032712,327.07191279115455
165.67480056975484,-295.7609084703168,308.2012517100156
155.96143639498996,-281.81753705734576,290.4240242323484
