deaths_mean,deaths_lb,deaths_ub
0.0,0.0,0.0
0.006494706549975751,0.0024759518464547913,0.010453961297135179
0.02405544817676418,0.00973988804359427,0.038280002824685834
0.05062913892701465,0.022007118944626702,0.07949469717207856
0.08532842589485932,0.03843973991397407,0.13197696438824946
0.12796945537621957,0.05935723121389333,0.1952969458655987
0.1789913196476375,0.08601562385653558,0.27058949399609145
0.23935874028935153,0.11741678497752303,0.3579134855729301
0.3105788155540356,0.1550726484376859,0.4591681776308995
0.3947372592676358,0.20006492403077752,0.5762219358243028
0.49449261966341995,0.25191195249241155,0.7104680792412584
0.6129119289220778,0.3040629868792243,0.8701993579712584
0.7539910312890618,0.3737165432791679,1.059095085110169
0.9221417188221794,0.4669281959180791,1.2813182278381117
1.1218803940136395,0.5713066623562029,1.5462640841392248
1.3580048697118805,0.7022057411252794,1.856599092119012
1.635146959098766,0.8770672985087042,2.213695370614633
1.9575988311858732,1.0463353148998435,2.6228284713411587
2.329319222585169,1.280947522490607,3.098615537730211
2.753941715351635,1.5667885899299279,3.616811556181887
3.234818596855957,1.9165582992955632,4.2101146239360165
3.775144924396024,2.296876304376515,4.880537067856375
4.378027137823683,2.695284363918138,5.631942269875921
5.046639552154473,3.180778175061268,6.448922753252968
5.784240759189385,3.7756029905536552,7.3675132220248
6.594330780961596,4.4382642073421295,8.364167211681997
7.48077404928543,5.009243234922277,9.456437265256481
8.447640384272962,5.663752136428219,10.637985208131344
9.499560107570979,6.4618334899999645,11.9487985862039
10.641564481805311,7.381184464557765,13.391557950822929
11.879142440464577,8.28375333219629,14.916871444790797
13.21828176953104,9.272233427619245,16.544514983450927
14.665512082771905,10.303918394138625,18.30160645425452
16.227930097759373,11.390762021346408,20.216924782828183
17.913236345090922,12.647899212046752,22.3304503396065
19.729750936468204,14.049958256551667,24.644419106432718
21.686492376780503,15.580927570216303,27.150326177992447
23.793205316863105,17.11886587772245,29.812304650849196
26.060407310521143,18.765633849086164,32.650718392219105
28.49945778497162,20.63606424217656,35.68137641640927
31.122584832942504,22.82276762014621,38.89615608872322
33.94296774470314,25.010053023243017,42.390124411873884
36.97476330437691,27.118578542709365,46.11747188679751
40.233238154628495,29.550272771358035,50.13463274627369
43.734806196312945,32.178835587712854,54.502863777656756
47.49708940492734,35.0055420917362,59.19235587110066
51.53905187413057,38.15397112268158,64.10673095901328
55.88112038664253,41.27428893032069,69.53958144650323
60.54513263020023,44.60851475784311,75.40887612187264
65.5546426884652,48.6165406450456,81.8324884448011
70.93489188554982,52.71388160480514,88.51143439470755
76.71302687193283,56.56036386763373,95.67009760065032
82.91813183890658,60.89815221156415,103.34240893954025
89.58149311755226,65.69173753961866,111.56487524819069
96.73659595692533,70.76888540917233,120.45081094632697
104.41943903615505,75.96144223763446,130.30702949851434
112.66858743948148,81.30171365158742,141.16074633757214
121.52541926235777,87.10599210479427,152.86545408412945
131.03430085807318,94.09948405394638,164.99681100843833
141.2427568576102,100.75613909498719,177.6945732759658
152.20173839094787,108.394712968285,191.36502567519943
163.96582563349514,116.07589235427125,206.3848336767026
176.59344146793862,123.93337713231102,222.5738096867268
190.14718820786536,132.26381251885095,239.70578481500021
204.6940106196459,140.80464297135143,258.80544934708416
220.30558319943088,149.9959693822114,279.50268723120104
237.05850731577,159.1096226514373,301.4833864753873
255.03468528255797,168.7421381924985,325.4756963014571
274.32162836235403,178.87055836668014,351.42480831961035
295.01280023161286,189.50894118581783,379.2632055085623
317.2079365819989,201.05997073013123,408.7607536953029
341.01342711339635,213.88407861865738,440.78147918447917
366.54270371994915,227.98523046983004,475.8752872935276
393.91662589399203,245.33908326429804,513.395076119028
423.26379658398554,262.5381077139043,553.9179713889374
454.7210267170337,276.2266832933126,596.9308531356756
488.433725698152,289.7687076073907,643.2246629794097
524.5562387386417,303.0765738396373,692.9479171923955
563.2523090362763,316.6770411009047,746.9677777024614
604.6953789511887,331.74678190176076,805.4225619178285
649.0690005514233,347.9688135404133,868.241682121605
696.5671482164839,363.4179572811752,935.7264835851371
747.3945307451991,379.19290180779126,1008.1954613249718
801.7668395967568,396.5556804781371,1085.9845323023555
859.9109865369934,414.5835575371084,1169.974241798602
922.0652445523599,433.11116871412094,1260.4490902113616
988.4793473677537,452.3157547228559,1356.0480373006726
1059.4144902062294,473.83597794428283,1458.4045380065866
1135.1432161607627,496.8307512182938,1570.3002104660955
1215.9492274400925,520.7270657240729,1688.144075257847
1302.127046095179,547.5017076588422,1814.8696723448277
1393.981538249514,575.4567428639839,1949.864327493236
1491.8272596376453,604.644214231367,2093.3091478347924
1595.9876529606124,635.1207536869888,2246.5533620863316
1706.7940292634435,666.9485496241032,2410.139791563885
1824.5843658321885,700.196370449587,2584.3995521392585
1949.701861668129,734.6219288278339,2769.3093911105534
2082.4932557213806,766.8982901607999,2965.6775471387296
2223.306930503115,796.6592521574878,3174.271107122931
2372.490729496976,824.6537218296039,3398.5540764427274
2530.3895754269884,853.3768122997005,3635.897960785814
2697.3428066469864,883.0803599114747,3891.151172617645
2873.6812601555253,913.9324132009783,4161.2351227224735
3059.724190034461,946.1328376854176,4446.620847486249
3255.7759442363385,979.9156454142167,4747.766370891273
3462.12247858777,1018.0663345900334,5062.504103062271
3679.0277540033167,1061.3627816459584,5393.501706663921
3906.7300248478914,1107.5950483641873,5741.124549557706
4145.438094039034,1156.7278917852718,6107.223329192366
4395.327591768544,1209.5506025637715,6490.899831336809
4656.537335554385,1266.5066674617774,6891.884924507363
4929.165819450628,1328.06965710964,7310.21220007066
