susceptible_mean,susceptible_lb,susceptible_ub
1191286.2286402567,804644.9585985262,1451123.10204742
1180814.6427481861,800368.1345902139,1435421.8352347957
1170872.2409397992,796611.8475747637,1420423.0868461453
1161437.6339023851,793334.5092979108,1406107.0269306686
1152489.6907466077,790496.7006375976,1392453.0276422098
1144007.6129167222,788190.6889515519,1379439.8702112823
1135971.0013931817,786375.8928240447,1367045.9277654323
1128359.9103055042,784887.7581149507,1355249.3257231817
1121154.8931849718,783695.2772030362,1344028.0878862562
1114337.0390080998,782769.5590530483,1333360.2622316089
1107888.0022117589,782075.5276155681,1323224.031712579
1101790.0240557843,781584.6268377862,1313597.8116860574
1096025.9483538705,781286.4584997694,1304460.3328296193
1090579.2315703917,781159.824683713,1295790.7103239505
1085433.9490079193,781185.2096323683,1287568.5042660185
1080574.7956001714,781344.6966341671,1279773.7673833915
1075987.083241702,781621.8923016799,1272387.0777383642
1071656.7355592086,782001.8121767449,1265389.5863995464
1067570.2789992483,782470.7923888391,1258763.024003745
1063714.832267146,783016.4103909176,1252489.7270567424
1060078.0937533595,783627.3986880074,1246552.6372836018
1056648.3284194362,784293.5487482031,1240935.328471241
1053414.350743912,785005.6357560062,1235621.9933728715
1050365.509046304,785755.3519216066,1230597.4442933467
1047491.6690819303,786535.2396823463,1225847.1068142834
1044783.1953035302,787270.1161793895,1221357.0157231307
1042230.9341641774,787993.6630044833,1217113.8066545266
1039826.1942384832,788734.5026595205,1213104.697573439
1037560.7292160974,789487.7006908511,1209317.4764863334
1035426.7189169613,790248.8632359701,1205740.4890613249
1033416.7530506139,791014.1029797394,1202362.6244539712
1031523.8116155649,791779.9838706136,1199173.294230308
1029741.2486642897,792543.487078323,1196162.4119104312
1028062.773772695,793301.9635382581,1193320.3823447106
1026482.4365593254,794053.1007896152,1190638.0905081164
1024994.6111047147,794794.9095173313,1188106.861380331
1023593.9793749864,795525.6751303659,1185718.4627446071
1022275.5162251084,796243.9342428652,1183465.073506513
1021034.4749511295,796948.4508403266,1181339.2799030407
1019866.3725203588,797638.1954432667,1179334.043781835
1018766.977974461,798312.323053468,1177442.7001782039
1017732.2976528074,798970.1511089081,1175658.9281159332
1016758.5632997642,799611.1445926313,1173976.7413643408
1015842.220028316,800253.263039134,1172390.4685148897
1014979.9154842796,800925.886522969,1170894.7460073454
1014168.4882334672,801577.4170465101,1169484.4943037932
1013404.9585020726,802207.9192770943,1168154.9078430356
1012686.5173491144,802817.5347853898,1166901.4430523298
1012010.5170055095,803406.4621002101,1165719.8110740173
1011374.4632726825,803974.9683504321,1164605.9457283628
1010776.005525308,804523.3573702796,1163556.007867126
1010212.9298922004,805051.9838274685,1162566.3717055768
1009683.1511675329,805561.2296098114,1161633.6105900884
1009184.7054353657,806035.5585144776,1160754.4881943676
1008715.7439737526,806484.7214513287,1159925.9502626033
1008274.5252999985,806916.8343575622,1159145.1100047547
1007859.4104692709,807332.3144832307,1158409.2420573917
1007468.85650613,807731.6052120051,1157715.7712071142
1007101.4102233518,808115.1549173974,1157062.2718407547
1006755.7044409218,808483.4202302543,1156446.455357681
1006430.4521595268,808836.8634966788,1155866.1657133568
1006124.4428911018,809175.9388407045,1155319.361113565
1005836.5362543697,809501.0966554,1154804.1143890223
1005565.6600741468,809812.7861704158,1154318.6146153568
1005310.8054287853,810111.4643881653,1153861.1513727596
1005071.0221344342,810397.5936447422,1153430.107767894
1004845.4178005423,810671.5581907688,1153023.9632633762
1004633.1515030711,810933.8491875387,1152641.2816230375
1004433.4327094458,811184.8762660087,1152280.7104653455
1004245.5173907821,811425.0534147583,1151940.9762369595
1004068.7055432873,811654.7828685113,1151620.8807952132
1003902.3385551148,811874.461804952,1151319.2876515524
1003745.7976586592,812084.4809434917,1151035.1266810605
1003598.500011859,812285.2176007361,1150767.391847732
1003459.897513082,812477.0350191514,1150515.1344591712
1003329.4749306787,812660.2900078052,1150277.4603283652
1003206.7475610514,812835.3304054397,1150053.525209386
1003091.2592326443,813002.4787919937,1149842.535201492
1002982.5810374155,813162.0684051092,1149643.7413397902
1002880.3096498328,813314.4069613842,1149456.4362613626
1002784.0656008185,813459.8033720567,1149279.9569535917
1002693.4915392277,813598.5428651627,1149113.6776781892
1002608.2513694437,813730.902822367,1148957.0062765789
1002528.0294917283,813857.1626816266,1148809.3875352337
1002452.5294052887,813977.5833869093,1148670.3007877355
1002381.4711311,814092.4201263309,1148539.2480413837
1002314.5921273489,814201.9118311944,1148415.7642822692
1002251.6449203121,814306.2884853592,1148299.4146989672
1002192.3973316951,814405.7802298032,1148189.783194812
1002136.630524513,814500.5964195012,1148086.480160635
1002084.1386239522,814590.944632574,1147989.1433554078
1002034.7288230385,814677.0286659468,1147897.4253152981
1001988.2188300474,814759.0352058128,1147810.9980140205
1001944.4367261044,814837.1458737185,1147729.5578543784
1001903.2223924485,814911.5424219979,1147652.8168050381
1001864.4236807069,814982.3933587451,1147580.5004443727
1001827.8978516314,815049.8638846562,1147512.3541560883
1001793.5115577475,815114.1126904968,1147448.1364783393
1001761.1384223568,815175.2725477164,1147387.6196682826
1001730.6596035048,815233.4924128705,1147330.5907296382
