Infec_mean,Infec_lb,Infec_ub
167813.2617997568,95118.80973040898,227351.75987059154
172539.54117854894,99285.94680248751,233225.54642102102
177249.5073912821,103543.63507513798,239019.38451202784
181936.08278929855,107883.81489466768,244722.92734039866
186592.37791796113,112297.94366105544,250326.4017893562
191211.72748901136,116777.07636951332,255815.0042994081
195787.7244008561,121311.94942908172,261184.37992097542
200314.2489223448,125893.06945329707,266428.2315631564
204785.49539354138,130510.79784480625,271536.96632207045
209195.99503138804,135155.43435880105,276483.9338423852
213540.63452826935,139817.29941595186,281286.09652628086
217814.67150503944,144486.81055650598,285938.9028072022
222013.74560571718,149154.5584175426,290438.5927350083
226133.88632091452,153811.37195812786,294782.19202577823
230171.51659172037,158448.37501869738,298967.48857811495
234123.454285338,163057.0420889706,302993.02663024765
237986.9091670334,167629.2436652598,306858.0504069383
241759.47838387117,172157.28970899852,310562.4948419846
245439.13740686592,176633.95460297726,314106.9322634019
249024.2313298415,181052.51150762493,317492.53384883475
252513.46140671254,185406.73436680497,320721.02802952094
255905.87155643103,189690.9241479719,323794.6544165029
259200.83228099695,193899.90833338036,326716.1129605008
262398.0242981699,198029.04290595237,329488.51650360756
265497.42041686596,202074.20312108478,332115.343735259
268499.2674571726,206031.78528448322,334600.39338898007
271404.06747347827,209898.68149488384,336947.73619620636
274212.5576609282,213672.26998668828,339161.66937766655
276925.6921638004,217350.3965382257,341246.67647501087
279544.62241100013,220931.35076989784,343207.38520735013
282070.6788459722,224413.84569002775,345048.5314405876
284505.35155871796,227796.99122647376,346774.9196289291
286850.2740549668,231080.27099907282,348391.393939995
289107.2045938192,234263.51481028422,349902.8069479501
291278.0096156622,237346.87590883198,351313.9916021847
293364.6490072882,240330.79963492227,352629.73722060706
295369.1612461879,243216.00283581088,353854.7719578704
297293.649188597,246003.44703083148,354993.7359183205
299140.2665559595,248694.3138149687,356051.1738217964
300911.20576994395,251289.9814290497,357031.51194027974
302608.68708768097,253792.00412677487,357939.05327313277
304234.9477943425,256202.08617356734,358777.9681626402
305792.2333533753,258522.06627795013,359552.2774528033
307282.7877886766,260753.89575386673,360265.85953375633
308708.8463846033,262899.6227736916,360931.50742782623
310072.6283595983,264961.3732605781,361546.2695814582
311376.33047579054,266941.336663704,362110.49000819214
312622.12183147686,268841.75150553935,362627.4277274514
313812.13821097004,270664.8916959123,363100.1884656453
314948.4782709954,272413.0557689881,363531.72456766374
316033.2000460242,274088.55599383917,363924.83903176256
317068.3173478257,275693.7069113711,364282.1880688715
318055.7971596385,277230.8177194211,364606.2863359998
318997.5575134845,278702.1838064396,364899.50484020554
319895.4651200259,280110.0784224183,365164.0839268378
320751.33499620034,281456.74916437914,365402.127386201
321566.9290216314,282744.4110817389,365615.61605173437
322343.95519594953,283975.241635461,365806.41210094775
323084.06755811884,285151.3798750763,365976.31000888476
323788.86546429375,286266.0472705697,366127.64160174783
324459.89404015255,287330.4528437455,366261.1565115916
325098.64465929166,288346.7634253785,366378.2859508757
325706.55523588066,289316.89521497436,366480.3656825209
326285.01092347025,290242.71664444305,366568.6420278018
326835.34508432786,291126.0412792923,366644.27419510414
327358.839932613,291968.6297273028,366708.3437395945
327856.72757091443,292772.18823992356,366761.85499044426
328330.1913165408,293538.36665065214,366805.74174176203
328780.3665098459,294268.7609052103,366840.8706631327
329208.342099862,294964.9126386761,366868.04471578484
329615.1617242849,295628.3081050417,366888.0073827774
330001.82514659397,296260.3811631246,366901.44691855065
330369.28968232224,296862.51405403885,366909.00015963975
330718.4712967688,297436.0364241545,366911.2554065614
331050.2460766874,297982.2304718659,366908.75532286323
331365.451643843,298502.3257764514,366902.0000331145
331664.8874359636,298997.5029499564,366891.4482273256
331949.31831856066,299468.8971857847,366877.52415676916
332219.47450821585,299917.5974426418,366860.61786541436
332476.0523984471,300344.64650422253,366841.0865062493
332719.7169809236,300751.0460243317,366819.2585098559
332951.102152535,301137.7532345288,366795.43420791713
333170.81243949546,301505.68707617925,366769.8876470724
333379.4242769613,301855.72677174833,366742.869969007
333577.4866460546,302188.7136315934,366714.6091857362
333765.5229371083,302505.4528426892,366685.314157697
333944.0314755322,302806.71282203903,366655.17499038327
334113.48665775795,303093.22549599095,366624.3633834863
334274.34088229196,303365.6928144285,366593.03629732365
334427.02389299666,303624.78554996924,366561.33409411
334571.9449604597,303871.14210572897,366529.3851739219
334709.4932958132,304105.37479076785,366497.3043076727
334840.03959668113,304328.0683031143,366465.194875302
334963.9363667177,304539.7800033619,366433.14928299456
335081.51863175276,304741.0399612051,366401.2480349817
335193.10515775887,304932.35460044234,366369.56647851993
335298.99877876096,305114.2065368644,366338.1682386773
335399.48744545865,305287.05579725764,366307.1113175478
335494.84471159114,305451.34029944614,366276.44587632123
335585.3308009129,305607.4782016007,366246.21560988727
335671.19272074045,305755.8674485594,366216.4645391238
335752.6651134763,305896.8872049896,366187.2227506949
335829.97118707764,306030.89811484324,366158.51730519393
335903.32293721684,306158.2448082241,366130.37253980106
335972.921735112,306279.25467681093,366102.8070168545
336038.95887030556,306394.23972912034,366075.8378784937
336101.61586665316,306503.4969554145,366049.47737872746
336161.06515732576,306607.3080134067,366023.73500445543
336217.4700913906,306705.9422286344,365998.61805251037
