Infec_mean,Infec_lb,Infec_ub
24095.96650567066,13411.846735432344,32343.090177187194
25310.60500385955,13842.023102482635,34110.51992795222
26585.140420063395,14280.391213304152,35976.171042138354
27922.42330754657,14726.751941354873,37945.122572652195
29325.42384893435,15180.872090850746,40017.62486253353
30797.242118193528,15642.495278410512,42198.811039750464
32341.103204958512,16111.33878849772,44495.39828688609
33960.374204804924,16587.119851828153,46934.1019738038
35658.557073637276,17069.480536581337,49500.13941361454
37439.29387191315,17558.068662291793,52199.6801646254
39306.37652328311,18052.495357564832,55039.14741860843
41263.74251756366,18552.362025925308,58025.22013523824
43315.48388067347,19057.24689805282,61164.85217553082
45465.84562864041,19566.716079765494,64465.26163370948
47719.22845457639,20080.315779388853,67933.92574191804
50080.19589734942,20597.604155058507,71578.6138386696
52553.471481351015,21118.136427339792,75407.37542683922
