exposed_mean,exposed_lb,exposed_ub
19286.086910047874,6181.682003260408,30077.13576370609
18390.533429666764,5584.40857881635,28785.04606220906
17531.805424839178,5030.745500094859,27538.197688483266
16708.848703189964,4518.128705466996,26335.994958000596
15920.592916419911,4044.0907433518914,25177.741591590777
15165.957416792007,3606.2423808917356,24062.652635205126
14443.85364459816,3202.32534590017,22989.859541902006
13753.196196376546,2830.1906289768995,21958.437814657416
13092.904160370459,2487.77446318036,20967.416780710402
12461.903229428699,2173.1163491154366,20015.78489176352
11859.131032646052,1884.3649350393498,19102.497077330736
11283.539708951379,1619.7616613069076,18226.465146381503
10734.098666044029,1377.63984980018,17386.594558757854
10209.796581683098,1156.4303527518332,16581.781650979403
9709.644559427425,954.6588583512494,15810.911580473045
9232.675327798146,770.6429301420958,15072.871884146763
8777.946983583359,603.1496737075195,14366.556095799564
8344.541448472992,451.2112002933882,13690.861001012867
7931.567013495136,313.67249902528965,13044.699662599907
7538.158003220671,189.4542245616576,12427.000218251018
7163.475077254086,77.54312275600114,11836.705615324587
6806.706260191426,-23.00828461493893,11272.778076882994
6467.067624529935,-113.08274124408126,10734.202034909107
6143.802215946964,-193.5039440747987,10219.986782526597
5836.180177522934,-265.04074144802144,9729.161929042786
5543.497375010088,-328.40889678547774,9260.779611995473
5265.076004462249,-384.2751363828638,8813.918781961886
5000.264309195532,-433.2592653733318,8387.692187671491
4748.435464270051,-475.5447593338049,7981.238389566894
4508.988159324616,-510.40760576555203,7593.723184217204
4281.345923584371,-540.1804717464684,7224.332932729971
4064.9551237689275,-565.3078584024179,6872.2798734129
3859.2851106120315,-586.2042949459419,6536.818306388921
3663.827413035825,-603.2567763611769,6217.232061921022
3478.0970057194486,-616.8216796179381,5912.806087707428
3301.628442766633,-627.2260049133183,5622.873522923339
3133.975140923246,-634.7726231833449,5346.789363480787
2974.712069643036,-640.1343517441555,5083.925660854653
2823.4332224952627,-643.704125308705,4833.671642547524
2679.7511173476405,-645.1064090241798,4595.457948841597
2543.2945697914706,-644.564563304526,4368.735072845004
2413.7094617161865,-642.2838687910653,4152.9687207839615
2290.6589429460637,-638.4512801844621,3947.6518428996337
2173.8209461180204,-633.2421725354043,3752.2991999379556
2062.888927946462,-626.8143853548881,3566.446109189626
1957.5711641477656,-619.312300398883,3389.6477527419265
1857.5890664600913,-610.8697070347973,3221.4774269547133
1762.6769452159165,-601.6098672197986,3061.527053574339
1672.5836495889373,-591.6454736507546,2909.4100045591576
1587.068347262886,-581.0771836772294,2764.752566138962
1505.900804574145,-569.9985377812061,2627.198206233579
1428.8635343313429,-558.4925494425586,2496.4059863416696
1355.7484708067018,-546.6357874154351,2372.050008293455
1286.3580282446492,-534.4978201765948,2253.821141297124
1220.5050743694883,-522.141233745534,2141.4241573719164
1158.0118369394165,-509.62363709180204,2034.5795168961263
1098.708551310334,-496.9992302926744,1933.0174353226869
