beta1,beta2,gammaH,gammaU,delta,ia0,e0,t1,is0
1.0500310164090456,0.7653568224160749,0.16203103173647015,0.13504732941083364,0.4173872604202025,2.0921415974104377e-06,1.4664469099914778e-06,26.710633432792484,1.962060843001253e-06
0.9224366559957814,0.5911365266973175,0.11343899136149499,0.1686794024963917,0.6001197906598147,1.902542052029567e-06,1.7033115981391645e-06,28.568649646126154,3.7695613904508977e-07
0.894927386601122,0.6097865047311267,0.15803269234790174,0.1537450599108163,0.5949876683676251,1.3447494152942853e-06,9.621236475239036e-07,28.839356221228932,1.3186208823875789e-06
0.9048663974680564,0.6099068783429846,0.1986672070416653,0.14779244410688705,0.602983209877028,2.579612678754283e-06,9.263340684257182e-07,28.942500437403623,4.155737105851071e-07
0.8633659725190443,0.593543515573968,0.15421677166446232,0.16280550552689665,0.6356411871114342,8.637228989630434e-07,2.5102928064989366e-06,22.402910428658746,1.7879621981012255e-06
1.2225452096644298,0.883034068736185,0.1394767730502833,0.14641147264814044,0.3331340530204226,2.6051560817544225e-06,2.7102941634008145e-06,28.864619081521987,6.454280501523316e-07
0.7999929988318962,0.5326623706264856,0.14281840699598466,0.1785257511787566,0.7180499261553249,2.396254408632516e-06,6.155516782729605e-07,27.492328776431407,8.863673505813725e-07
1.1563804233176318,0.7960072051010946,0.19868154382605566,0.19712906584223933,0.38288556140846164,1.376653105915468e-06,6.205528820063881e-07,26.48522131518119,1.8336563976414695e-06
0.7918393937263244,0.5848104021125682,0.14432516436054413,0.17824758765159784,0.6524116153830066,1.7495872403660716e-06,1.9231782270276624e-06,27.646277834898576,1.6594078376539117e-06
0.7877553394014172,0.6156793808294527,0.12897582813851807,0.12990682643759943,0.6009733015039738,2.9707756022819915e-06,1.869093852780672e-06,28.375525022288564,2.346795124069703e-06
0.7692964732638939,0.5610047975980672,0.13601848834697458,0.11843476981148762,0.7042322726408922,2.2385030346004697e-06,1.570827277768125e-07,25.274711848363182,2.1144663687123545e-06
0.8274785508737,0.5339846045710794,0.15875449708135464,0.17125102934966957,0.7055265716689112,9.037100954717501e-07,4.7213378992076406e-07,28.282053830740484,1.5219077947130157e-06
0.9555062809215005,0.5365706885759713,0.19299056542277512,0.14330985937470386,0.7440469258326886,7.426099599837966e-07,6.776002663377348e-07,22.12710048648781,5.780000648727455e-07
0.8506519165568833,0.5988614628923737,0.16600553590498213,0.1958296270201655,0.6034911466686669,1.8789946757708415e-06,2.348103039903355e-06,28.9774415610368,1.1464077737056922e-06
0.9014619163595357,0.6418246283843774,0.14809960094153393,0.16910847293997788,0.5832018622776839,9.369274825679337e-07,2.4780801630346273e-06,21.257686028292348,1.9312300408105584e-06
1.0611347888465672,0.7428955509696638,0.19512810442267264,0.1700180245157839,0.4245291367158322,1.1663393301231212e-06,1.8862154030169927e-06,26.178545290907472,1.9918198589881478e-06
0.9545450852195657,0.636548021372238,0.11888427728192462,0.15602736422841226,0.5548940798761705,1.0685192802257466e-06,4.283638947122727e-07,26.944912996629913,1.6999184158641466e-06
0.7565697940517323,0.5312127781199262,0.1257527647678156,0.19762172928562066,0.7151922471840549,1.6736673521348806e-06,1.5492939261271125e-06,26.65848378181877,1.9877432135950004e-06
1.0624655254836632,0.699581654168272,0.12277789403730004,0.11951658311252955,0.4691684409448447,2.8258522941104703e-07,1.8613699594549199e-06,28.06034722674241,1.2579257611576642e-06
1.0480522369391667,0.7346460076817625,0.194871529582289,0.14986121687005044,0.4616054651698171,2.5145077388199026e-06,1.0984644336706303e-06,25.37297174693803,1.1087266967592394e-06
0.9428672200534174,0.6340092405885397,0.1310061368832941,0.13826837896604466,0.5231247163758034,1.5154419446876633e-06,2.3689539330203468e-06,28.407245818991306,1.4529049365460269e-06
0.8206002445648586,0.5545825938762994,0.09391922887116219,0.12296800523234903,0.66933197491875,8.54141722642114e-07,1.6843954269122838e-06,25.676293331077506,2.101373609789179e-06
1.2411175452333936,0.7219106528838254,0.1599417316596513,0.09817770633446452,0.45691231167628044,1.7551220262487388e-06,6.195716340834922e-08,26.54259084717113,2.732160637637816e-07
0.7957270713505065,0.5811791734839291,0.17108532753033512,0.1664712094293891,0.6383705870679618,2.008313667331097e-06,2.97670879018199e-06,28.92945162021193,1.1442329300839145e-06
0.8963717355442179,0.6270246842910557,0.10402647881563147,0.17132135756375513,0.5720705796406429,3.2574833036328766e-07,1.2425045232255945e-06,26.708955003817145,2.3825475210357503e-06
1.3278338104105916,0.9573978515848733,0.18119579677903075,0.10961720831216364,0.2911414697368902,2.0102759612292024e-06,1.2266930910062906e-06,27.92669504342401,1.073123245049662e-06
0.9243830824432131,0.6540260683181239,0.13289572252707382,0.1320814552177021,0.5330314433214226,1.1555159935751308e-06,9.53897989799521e-07,29.36465806288551,1.8909489479978613e-06
0.7579035794140271,0.5335491367724391,0.08780910030498751,0.1394655101426073,0.7256644063057754,7.287357042622325e-07,3.118626610853185e-06,25.918341532403304,1.8232436570522984e-06
1.1879297448357806,0.7353501191435476,0.1316719411136977,0.17695989268812495,0.4400578845602553,3.3099720651456993e-06,6.25331589236937e-07,24.113821935967746,2.8039385228250924e-07
1.3898402224565127,0.8920118587170829,0.1432464849169951,0.14818350138035913,0.3063341950890261,1.728008465907171e-06,4.3310348385981993e-07,26.582291439046617,1.0255002465943196e-06
1.0604839187633677,0.6921912743670536,0.09916321852450462,0.1938526787116772,0.47458718392435734,1.607598785365771e-06,1.1888569036339514e-07,29.396601764076934,1.1823689959026764e-06
0.8922553848934764,0.5876388094124548,0.15002464897844978,0.13266139858106124,0.635629086956761,1.0359845901879423e-06,1.2816657408443355e-06,26.377556210278822,1.1340168910705733e-06
0.9617277550507789,0.5605762386010599,0.18977864633146713,0.15404345471327943,0.6324951631999414,6.809752629716592e-07,8.538485137668734e-07,26.8491654868143,8.90447104082746e-07
0.973539292851345,0.5955359947627906,0.16832404517345112,0.12225606525322688,0.579652138444642,5.904240053076085e-08,1.1918762801843734e-07,29.22107288252736,1.6377120744853897e-06
0.9891880184562272,0.6002818484476273,0.11058823193254383,0.1420331404155396,0.6045438841680796,1.093941582001934e-06,1.7156741788285408e-06,26.2949774994541,3.219098066587718e-07
0.7592626071708785,0.5607969071296202,0.15337503098318372,0.15567769292398245,0.7241857854177537,1.5617284558645634e-06,3.831835284149642e-07,28.12218789977585,1.7249364632759896e-06
0.9738411294433089,0.7132853950004531,0.15250669685389784,0.17805747482792975,0.4859299097155391,1.1916612248934433e-06,1.7991884483402348e-06,27.178558062679812,1.6624672618023635e-06
0.9732836123934697,0.6341319363037171,0.11794749287625068,0.13921672856945946,0.5527449298815276,1.8033659560125006e-06,1.682223823738033e-06,27.558466553652217,5.945670400086872e-07
1.0493899142669756,0.6836390163379769,0.14180925692356497,0.19904134208850816,0.5026297942840128,7.956578761739062e-07,1.8281211957859204e-06,27.617844655038766,7.504538167055607e-07
0.8509707310078346,0.6054420289898094,0.11885059415262762,0.14215467560939413,0.6086069666055063,1.3596501739551439e-06,1.5276375883075392e-06,25.319502322194975,2.1632291338435364e-06
1.1005821582298985,0.7545612165391847,0.17208209297157917,0.15910445327389336,0.4443847220167052,2.91979329626248e-06,1.6736022139499812e-06,26.925712517924744,2.2097777987684094e-07
