susceptible_mean,susceptible_lb,susceptible_ub
1255329.5618851131,1041497.3533393631,1444272.5828458797
1251873.16922589,1040813.667320203,1438785.5898034582
1248583.4548855047,1040214.5133580929,1433547.2864598464
1245452.9595135427,1039692.9505490371,1428547.6913022231
1242474.5014748897,1039242.5066798868,1423777.103039425
1239641.169392237,1038857.1502489309,1419226.098437909
1236946.3185489492,1038531.274958091,1414885.537484588
1234383.566384195,1038259.6756818924,1410746.5573175654
1231946.7856980325,1038037.5210989816,1406800.594879987
1229630.0985837793,1037860.3286404668,1403039.3725029437
1227427.8688223984,1037723.963788244,1399454.8908072945
1225334.6966653338,1037624.5780552492,1396039.44055589
1223345.4104960824,1037558.6163988009,1392785.5843936112
1221455.06099958,1037522.7963665746,1389686.164552336
1219658.9133772692,1037514.0834323217,1386734.2909167823
1217952.4409622992,1037529.6852508886,1383923.3398787135
1216331.3172751623,1037567.0294765247,1381246.9503924653
1214791.4091738914,1037623.7485276528,1378699.0115459862
1213328.7694212168,1037697.665978733,1376273.6555892867
1211939.6301660466,1037786.7839270213,1373965.2573878444
1210620.3949021152,1037889.2666821589,1371768.4096638272
1209367.6324749198,1038003.4300982537,1369677.942371608
1208178.0755527413,1038127.7415273694,1367688.9077678854
1207048.6039422683,1038260.7880041087,1365796.5614011565
1205976.2443645403,1038401.28318224,1363996.3641998307
1204958.166608651,1038548.0580959946,1362283.9814296165
1203991.672541194,1038700.0470791113,1360655.259634496
1203074.1939880827,1038856.2807167994,1359106.2376719157
1202203.2847890202,1039015.878846304,1357633.1205124694
1201376.6164015066,1039178.0384863622,1356232.2858057963
1200591.9745691968,1039342.0412490307,1354900.27473051
1199847.2508115047,1039507.2374758963,1353633.7822847355
1199140.4385267012,1039673.0411430389,1352429.6568656282
1198469.6311785255,1039838.9283202398,1351284.9030769882
1197833.013357699,1040004.4245382366,1350196.6500720563
1197228.8613754557,1040169.1111089711,1349162.1604102575
1196655.5348852887,1040332.611510679,1348178.842920958
1196111.4753136684,1040494.5944945884,1347244.1953123286
1195595.2003568849,1040654.7669187062,1346355.8497671196
1195105.3016147772,1040812.8725372696,1345511.551420626
1194640.4408083723,1040968.6960359097,1344709.1464532972
1194199.3461751696,1041122.0365567757,1343946.5835297978
1193780.8100883309,1041272.7341603833,1343221.9119065402
1193383.6845186409,1041420.6436278836,1342533.271566604
1193006.8802856663,1041565.6482073463,1341878.8939042971
1192649.3619603016,1041707.653173842,1341257.0929874913
1192310.145656791,1041846.5514051394,1340666.2627156978
1191988.2989954373,1041982.2932428891,1340104.8772081668
1191682.9361701196,1042114.8373102894,1339571.487270544
1191393.2146896662,1042244.1451749301,1339064.7062457865
1191118.335763715,1042370.2008890153,1338583.2198768186
1190857.5405303098,1042492.9886119762,1338125.7756927079
1190610.108502447,1042612.5099704755,1337691.1809600464
1190375.3552865135,1042728.7754450412,1337278.3044267194
1190152.6339018187,1042841.8029814209,1336886.067644524
