susceptible_mean,susceptible_lb,susceptible_ub
13201196.814595727,12219712.626784261,14549646.18130932
13137054.715890026,12115721.979854217,14531547.27359005
13071313.11907075,12009274.463576207,14511809.024452489
13003994.979838971,11900430.96250625,14490327.733760448
12935127.94319825,11789261.345464166,14467000.99566237
12864744.361555979,11675844.714483062,14441728.217118442
12792881.281921374,11560269.175307887,14414412.037539015
12719580.516185567,11442631.94116195,14384958.988870554
12644888.472645475,11323038.983892724,14353280.679930322
12568856.19123831,11201605.00821441,14319294.764211606
12491539.16461684,11078453.113926671,14282925.778428173
12412997.238634808,10953714.376643555,14244106.11665088
12333294.43702126,10827527.63979267,14202776.910259327
12252498.701975102,10700038.812787093,14158888.73275568
12170681.73019068,10571400.433841119,14112402.429093007
12087918.687710535,10441771.117909813,14063289.715507621
12004287.906938102,10311314.878008211,14011533.62371754
11919870.600741757,10180200.541593775,13957128.93426655
11834750.519839998,10048600.815696444,13900082.416851033
11749013.632081736,9916691.823861117,13840413.076323839
11662747.723004026,9784651.967495652,13778152.023561696
11576042.062897421,9652661.487608865,13713342.46194897
11488986.988463355,9520901.303549878,13646039.37662255
11401673.556158004,9389552.429666951,13576309.292975957
11314193.146661872,9258795.087622005,13504229.708197651
11226637.084319081,9128807.870148268,13429888.554966085
11139096.253628237,8999766.83274191,13353383.532245072
11051660.743937124,8871844.842067964,13274821.389445143
10964419.491570259,8745210.926963694,13194317.050032426
10877459.948804343,8620029.352380432,13111992.793168986
10790867.74882488,8496459.008658757,13027977.334282905
10704726.411209252,8374652.7707578465,12942404.887467628
10619117.059093563,8254756.877677411,12855414.18084124
10534118.152103234,8136910.671274105,12767147.497654289
10449805.263103733,8021245.658007437,12677749.768352944
10366250.860228622,7907885.460810849,12587367.603834739
10283524.124103807,7796945.233853575,12496148.396673966
10201690.79029166,7688531.510218043,12404239.464522544
10120813.007575214,7582741.822132997,12311787.217185257
10040949.229173275,7479664.59790257,12218936.370520052
9962154.137505349,7379378.987270014,12125829.254971607
9884478.572229171,7281954.813097449,12032605.136852909
9807969.51942799,7187452.625123063,11939399.666703872
9732670.050555171,7095923.593656629,11846344.260423018
9658619.387554383,7007409.746435845,11753565.744761616
9585852.890008852,6921944.013470976,11661185.869098898
9514402.104437465,6839550.318810409,11569320.952364229
9444294.834643474,6760244.086875008,11478081.675097957
9375555.231602997,6684031.964006802,11387572.789020328
9308203.854729805,6610912.841691067,11297892.972347386
9242257.800129421,6540877.606395833,11209134.747446295
9177730.798952382,6473909.801882731,11121384.305210013
9114633.355693981,6409985.7153239325,11034721.634027738
9052972.86727091,6349075.168901628,10949220.411762543
8992753.761031441,6291141.4597299155,10864948.10638509
8933977.642705483,6236142.142872682,10781966.101227775
8876643.440031681,6184029.35511167,10700329.728258014
8820747.55472913,6134750.164933827,10620088.509828823
8766284.001197102,6088247.029056024,10541735.138741748
8713244.570197785,6044458.370737817,10465350.529134698
8661618.959841099,6003318.734664708,10390436.501699556
8611394.961869309,5964759.471028749,10317022.160935793
8562558.549843824,5928709.039877888,10245131.672391985
8515094.085305657,5895093.552385235,10174784.675570425
8468984.405457033,5863836.993205637,10105996.396284353
8424210.990738995,5834861.557245977,10038777.901913758
8380754.080339853,5808088.138861151,9973136.374053402
8338592.808186527,5783436.666722033,9909075.302417135
8297705.319508842,5760826.555222325,9846594.741997967
8258068.894781782,5740176.628242901,9785691.55786867
8219660.058344959,5721405.841249848,9726359.621181678
8182454.6878607,5704433.44374338,9668590.076845307
8146428.097308667,5689179.139364934,9612371.48071636
8111555.149833017,5675563.361895019,9557690.084703112
8077810.351728351,5663507.506075554,9504530.01813188
8045167.915880083,5652934.076627957,9452873.462754076
8013601.861779718,5643766.968967224,9402700.873470373
7983086.07501679,5635931.588616431,9353991.125459626
7953594.385181221,5629354.946213752,9306721.716210136
7925100.619561638,5623965.829503886,9260868.886715803
7897578.670090317,5619694.919027863,9216407.812820857
7871002.535471953,5616474.770920726,9173312.706371142
7845346.388068924,5614240.105843889,9131557.002982484
7820584.603306801,5612927.776743786,9091113.438205114
7796691.810023082,5612476.775571801,9051954.209472137
7773642.921646176,5612828.321639774,9014051.052344128
7751413.179302567,5613925.781935217,8977375.381593157
7729978.16341383,5615714.7731648665,8941898.342452127
7709313.833304185,5618143.1861663945,8907590.926126812
7689396.551051252,5621161.10657249,8874424.05607521
7670203.095374046,5624720.847632645,8842368.64775674
7651710.683958269,5628776.900419336,8811395.684152257
7633896.988767313,5633286.051017588,8781476.288276477
