deaths_mean,deaths_lb,deaths_ub
0.0,0.0,0.0
0.004230526959818137,0.000746977320071048,0.007817924133785233
0.015597108369262687,0.0031101665934980607,0.028442345415878926
0.032581345998125365,0.007436860468877905,0.05824571778428588
0.05428069114004266,0.014084036879936361,0.09507735483747992
0.0802375623403718,0.022762157222892834,0.13822353810187415
0.1102051037121009,0.03402396165939944,0.18690093901866736
0.14420126469132424,0.048222245834608685,0.24139194977297546
0.18242114057327194,0.065600285446683,0.30152229015182963
0.22516362234376902,0.08467307814860017,0.3673982881736462
0.2728428970710544,0.10718753686408,0.4394581662276701
0.32614636220001053,0.13370330078385034,0.521202456231634
0.385642828354891,0.16501261292205083,0.6111332185449534
0.45222229734179764,0.20158481121372768,0.710166513364339
0.5268761995518778,0.24436318274433133,0.8193786203549236
0.6106473822739938,0.29060909643563876,0.9397715959996406
0.704949948105621,0.34231032530875716,1.071620431471169
0.8113090703664954,0.4016860355916314,1.2152340018185548
0.9316997317333088,0.46928473614038435,1.374649690428204
1.0665835098162768,0.5471479837279367,1.548616234846748
1.2193235150719928,0.6375376382887061,1.7413745206763576
1.3923092401065553,0.7481813156921743,1.9547334053921397
1.5881604924308772,0.8608234862286519,2.1904000862769974
1.8099584250880068,0.9895057336515045,2.450525303462503
2.0611649682037276,1.1426084382781627,2.740146002631561
2.345636182341739,1.323046166453422,3.086195361226147
2.667585049602563,1.5512430920353784,3.487756331302342
3.0315239874808153,1.821472526067419,3.904304846340519
3.4420542542086734,2.1318358093055743,4.414514657020769
3.903543638197209,2.4839006431500845,4.983992253991648
4.419791328279882,2.8839562875089237,5.6001217376910155
4.993828754718326,3.335360158565172,6.267072761872685
5.62801520232715,3.840848442456889,6.993098050147614
6.324470502962144,4.423368224161574,7.788321829811264
7.085187853402958,5.073811562164853,8.674169013787601
7.91237645759008,5.793684449372744,9.629544292781219
8.808353123354804,6.58340973125456,10.655782748730491
9.77568335514241,7.445959037349293,11.75601283599984
10.817248599628531,8.370124968944452,12.933100783670302
11.93623180823407,9.353197758260563,14.191594593769182
13.135962445441303,10.41166582459562,15.540226344156096
14.420585483694,11.550939729307967,17.01925443018823
15.793793448574545,12.773632098539895,18.598532651467444
17.26036553597416,14.084303538277332,20.285362702024614
18.82499569830567,15.487147261937448,22.086364669273788
20.49293970475253,16.94930136355145,24.009017647735647
22.269772109261936,18.475804906651618,26.05722440758329
24.161620710607156,20.142071761841677,28.2626610911003
26.17492801556661,21.913726296954973,30.62722512568322
28.316548482383556,23.795376705719036,33.14253286756063
30.59388433231551,25.843643431816695,35.78595251371378
33.01479298054288,28.026707927464642,38.57810595614002
35.587688495451374,30.348961043903067,41.555307559486906
38.32150729503277,32.818504912952974,44.724562866405414
41.22578653010522,35.406446402915414,48.06588253031115
44.31064606326316,38.11412974728694,51.63653788961493
47.58691714677145,41.03234319220952,55.50210276273055
51.06609040596406,44.095998437040336,59.61171035473397
54.76032619326753,47.26261714807116,63.994064167692294
58.68261383978626,50.64455431814645,68.65378590141081
62.846688824102074,54.2493956050504,73.60796678656979
67.2672154641984,58.05478628386872,78.97529726317268
71.95974120257229,61.93347141874829,84.71915516621671
76.94067354036501,65.81878954916239,90.77429931784033
82.22754334823581,69.66108314257312,97.20895669634288
87.83891580770995,74.21784630862719,103.7819056082198
93.79443465759701,79.02573223610909,110.68339899217051
100.11503625250447,84.09139939666707,118.02105621356898
106.82286444217745,89.2702410881931,125.8274865866502
113.94139656629403,94.69314811586761,134.10781587010246
121.49554444348848,100.39778933475196,142.8903673424686
129.51171173298698,106.39801364607196,152.20509985945816
138.01788223346534,112.7082446864184,162.08367401590763
147.04369348677264,119.34367898172485,172.55968968652195
156.62054884305957,126.40990009126912,183.99739264672252
166.78172736576144,133.8694103971595,196.28524244204164
177.56248500130644,141.62879458803855,209.69935717149048
189.00009350289565,149.51603686948312,224.00945769010585
201.1340591464508,157.78594236609774,239.2540551187342
214.00614883447508,166.455311958103,255.4926814145581
227.660625095859,175.54172116001925,272.78853313169975
242.14424352229955,185.06277843249495,291.02677605533415
257.5064750803965,194.28322663532927,310.40624850046237
273.79954898301656,203.72053898216714,331.02433404623594
291.0787393425145,214.19061240120305,353.11476696904526
309.4023244036928,225.2638361140051,376.6676141148763
328.83207278848755,236.8066895765475,401.7296600908587
349.4328675785216,248.8613582851088,428.39400153995143
371.27336203339416,261.44714699644004,456.7594492236235
394.42592886617365,274.58400613781794,486.9302910984296
418.9668226677835,288.2921501019746,519.0167524246767
444.9763795834408,302.59241972841426,553.1351937065892
472.5392098548648,317.50624915986725,589.4084110787811
501.74430771632325,333.05580760019427,627.9913829685029
532.6852745389731,349.263812743088,669.1429709208245
565.4604658256806,366.153707999023,712.8779941317695
600.1731575866979,383.74963529867273,759.3486812493745
636.9317014424122,402.0765421387332,808.7149786915649
675.8497264722182,421.1603741243723,861.144833326915
717.046197040852,441.0278552340675,916.8143696557274
760.6455888870987,461.70669193027345,975.9079979312895
806.7780397277753,483.225954934784,1038.6227382542556
855.5794016448972,505.61587044596575,1105.3025922715988
907.191386045967,528.9082542465111,1176.2564786911644
961.7615910836059,553.1365039454766,1252.5549325426
1019.4435045845264,578.3359191898178,1333.485938616007
1080.3965841144109,604.5439131855392,1419.2968127276313
1144.7861413155722,631.8002762964489,1510.2448342878315
1212.7833597374906,660.1474617135341,1606.595837599671
1284.5651125480938,689.6310941254869,1708.624521459026
1360.3138461449107,720.3002593480826,1816.614024691074
1440.21733627073,752.2079558897995,1930.8556096931254
1524.468449283598,785.411632769111,2051.6479306677857
