ARmaior,Sexo,Armenor,NomeMunic,0 a 5,5 a 10,10 a 15,15 a 20,20 a 25,25 a 30,30 a 35,35 a 40,40 a 45,45 a 50,50 a 55,55 a 60,60 a 65,65 a 70,70 a 75,75 a 80,80 a 85,85 a 90,90+,Total
MATO GROSSO,f,5104609,Itiquira - MT,452.174,412.5057,427.485,415.4611,491.3236,480.4673,470.0638,533.4375,496.6492,420.2118,376.1872,310.6258,219.2831,168.6331,90.03756,50.10212,31.19954,11.4572,10.74576,5868.050379999998
MATO GROSSO,f,5104807,Jaciara - MT,893.8953,876.0576,970.0899,985.2691,1032.201,914.6261,958.3176,978.8709,991.4505,948.2035,875.8856,722.6357,568.7473,441.2583,316.4198,211.9223,149.4488,62.51733,45.60219,12943.41882
MATO GROSSO,f,5104906,Jangada - MT,288.9064,259.1666,245.9175,279.7995,326.2756,284.9736,298.2519,280.5992,291.1536,254.347,252.0344,210.5442,156.1773,145.5131,94.39009,75.33715,44.40022,21.96726,16.30745,3826.0620699999995
MATO GROSSO,f,5105002,Jauru - MT,284.644,286.9612,322.3991,296.3236,282.2353,281.8177,260.9641,310.7927,310.6439,291.912,279.9525,206.1282,214.5211,187.506,138.7957,96.7159,67.40277,25.28424,20.79938,4165.79939
MATO GROSSO,f,5105101,Juara - MT,1240.538,1189.068,1260.784,1237.695,1310.111,1248.532,1299.42,1229.806,1173.212,1072.004,980.3596,884.308,577.4258,436.9876,275.5465,220.0711,136.4167,60.81158,28.77712,15861.874000000003
MATO GROSSO,f,5105150,Juína - MT,1351.22,1271.69,1350.44,1404.562,1581.611,1537.421,1409.24,1423.313,1437.089,1345.176,1182.289,1000.616,825.652,617.6934,452.0864,296.8349,164.5477,76.68078,38.88366,18767.04584
MATO GROSSO,f,5105176,Juruena - MT,1129.046,1021.097,865.9171,891.4429,1001.316,891.5906,839.6162,833.6526,718.3242,570.4735,488.2356,348.3618,201.8161,148.2953,86.05271,53.30375,34.25942,10.11318,4.992667,10137.906627000002
MATO GROSSO,f,5105200,Juscimeira - MT,306.2145,307.3583,358.1002,332.7177,311.8929,365.1087,336.2205,336.8194,369.6028,391.9227,376.5826,317.1011,266.3482,193.519,160.1167,102.7378,55.25157,32.63155,18.22706,4938.473280000001
MATO GROSSO,f,5105234,Lambari D'Oeste - MT,246.3098,245.9859,236.0966,229.8645,211.2905,245.0995,217.5188,237.0683,204.5236,192.8714,152.5245,116.0609,99.61032,77.75454,54.27929,39.15416,24.36529,13.67007,8.342335,2852.3903049999994
MATO GROSSO,f,5105259,Lucas do Rio Verde - MT,4962.451,4525.214,3593.615,3596.7,4284.383,4802.702,5439.757,4599.592,3456.596,2461.916,1943.877,1469.162,899.9625,537.9511,337.2812,187.6728,116.6713,48.16184,28.84808,47292.51381999999
MATO GROSSO,f,5105309,Luciara - MT,67.83783,62.96024,76.78269,71.56466,64.36827,62.06785,67.51954,72.01314,51.3848,71.00494,60.28602,59.92322,47.01905,56.04658,23.58526,13.79204,13.42696,8.874181,4.06821,954.5254810000001
MATO GROSSO,f,5105507,Vila Bela da Santíssima Trindade - MT,745.6353,670.3188,665.0731,688.7468,612.0966,587.4295,584.7071,565.3231,514.9711,442.6951,390.7966,324.6309,246.8947,196.6899,129.6886,81.51962,51.62767,18.33049,11.74845,7528.923429999999
MATO GROSSO,f,5105580,Marcelândia - MT,353.402,322.5755,345.1072,318.0033,416.9125,366.146,304.7713,302.9644,325.8028,337.8015,311.2135,274.11,231.7456,157.5432,112.8995,74.63485,41.77125,13.79108,5.569198,4616.7646780000005
MATO GROSSO,f,5105606,Matupá - MT,647.9665,622.1768,653.413,595.19,682.977,700.3617,602.1246,592.7594,564.8661,523.1415,503.6152,417.8615,309.662,238.6899,164.1892,97.94871,43.72603,29.67035,10.06411,8000.4036
MATO GROSSO,f,5105622,Mirassol d'Oeste - MT,166.6335,162.9515,164.6081,188.4948,168.4755,173.2806,171.4385,176.1592,172.2363,155.0615,146.9817,119.6287,119.6274,80.97733,60.29639,51.18156,37.28856,18.18855,9.544674,2343.0543640000005
MATO GROSSO,f,5105903,Nobres - MT,834.9902,743.3801,713.6436,746.8615,892.1566,871.5094,703.891,760.7779,699.9439,593.2017,533.2073,532.8298,411.1758,383.7707,291.2578,190.4756,130.7475,59.81647,36.99481,10130.631679999999
MATO GROSSO,f,5106000,Nortelândia - MT,161.8954,159.9968,191.3601,175.1732,170.4969,194.0487,191.9326,189.7755,169.9938,210.6156,176.9457,190.4322,126.3565,128.9313,86.20271,60.38415,44.98876,19.48685,13.91588,2662.93265
MATO GROSSO,f,5106109,Nossa Senhora do Livramento - MT,323.1046,316.8204,356.5745,352.5201,320.8995,320.434,293.6412,321.9382,351.6894,336.2636,278.2043,297.214,267.1844,199.0061,195.0564,109.7373,81.47346,49.93134,28.91154,4800.60434
MATO GROSSO,f,5106158,Nova Bandeirantes - MT,729.4523,656.7737,627.8518,604.7978,764.6653,753.0161,652.4438,649.834,659.8952,574.2049,483.0629,360.7866,286.5239,155.139,118.3122,56.86631,36.37086,18.65419,8.162911,8196.813771000001
MATO GROSSO,f,5106174,Nova Nazaré - MT,293.9104,256.9547,238.7634,238.0422,155.1684,148.8759,144.0626,134.4832,132.5547,93.25018,61.13744,52.16068,53.9705,30.03529,28.32142,23.98628,12.48436,11.2993,7.86512,2117.32607
MATO GROSSO,f,5106182,Nova Lacerda - MT,300.8607,272.778,240.2004,284.7539,267.1189,264.836,277.0951,258.2731,235.6802,196.2597,163.6532,141.0609,95.60293,70.71033,62.46003,35.12517,16.90221,4.086787,2.229388,3189.686945000001
MATO GROSSO,f,5106190,Nova Santa Helena - MT,106.0546,97.44269,112.3354,123.9642,116.5776,131.1456,109.4942,99.78899,110.5191,108.3658,106.0271,107.2589,69.04301,56.75882,38.75455,39.55769,15.31824,5.491968,5.03665,1558.9351080000004
MATO GROSSO,f,5106208,Nova Brasilândia - MT,102.9324,100.7912,118.7366,129.9401,107.9941,104.728,117.5576,150.6066,129.284,120.4196,126.6724,103.34,95.47739,91.16914,49.17948,42.72152,25.67145,9.400375,7.536111,1734.1580659999997
MATO GROSSO,f,5106216,Nova Canaã do Norte - MT,386.0636,365.177,401.5389,402.5909,405.8618,459.131,384.966,470.3868,398.1178,437.9925,376.0342,322.1467,272.2744,191.5983,155.8655,108.5141,53.50476,33.46604,14.45608,5639.68638
MATO GROSSO,f,5106224,Nova Mutum - MT,785.7148,708.2108,693.2861,694.8305,754.0094,796.6141,734.2916,671.5438,649.0791,496.5076,485.7152,449.9685,342.483,274.3823,203.6227,130.8086,89.11647,43.73137,22.94361,9026.85955
MATO GROSSO,f,5106232,Nova Olímpia - MT,841.9214,757.1741,758.3442,795.2037,923.3476,917.3307,730.6984,705.459,700.1618,692.893,595.5433,434.5301,299.9445,216.5579,149.1932,84.46948,48.47082,22.83148,14.13323,9688.20791
MATO GROSSO,f,5106240,Nova Ubiratã - MT,634.5282,564.2684,525.5795,571.8999,539.7556,567.6028,507.1104,495.8638,433.7275,362.1496,342.385,276.9555,169.4176,107.6132,55.46552,33.44677,15.51463,7.665392,5.190177,6216.139488999999
MATO GROSSO,f,5106257,Nova Xavantina - MT,616.9818,613.5784,655.7264,730.7502,694.8921,761.971,748.3574,782.4087,771.7691,708.7601,701.1285,570.077,483.1468,363.0117,264.7915,179.774,99.31136,52.92152,31.12454,9830.482119999999
MATO GROSSO,f,5106265,Novo Mundo - MT,434.8326,400.1939,406.3074,412.3823,437.6164,419.9315,348.4423,331.0663,327.9267,292.4888,291.831,247.3445,161.3974,113.5103,74.95634,38.26532,22.46507,9.158932,2.949348,4773.06641
MATO GROSSO,f,5106273,Novo Horizonte do Norte - MT,101.8412,99.52,117.5969,117.5527,117.541,133.6058,118.376,133.4975,132.066,140.1616,156.9375,126.2648,94.23232,70.93782,55.07568,45.66327,28.5772,13.87698,4.289274,1807.6135439999998
MATO GROSSO,f,5106281,Novo São Joaquim - MT,196.3029,188.436,202.5454,220.6597,210.1383,193.0838,202.0847,221.9074,227.8399,201.2084,203.5863,149.3616,145.7749,96.8236,71.85042,51.00396,29.73955,16.49895,5.3156,2834.16138
MATO GROSSO,f,5106299,Paranaíta - MT,305.4221,289.8318,323.9243,331.5316,346.353,372.9284,347.6047,345.8148,354.4455,381.6391,347.7591,316.3616,274.1125,187.5891,112.65,78.61001,48.25325,14.78085,9.15639,4788.7681
MATO GROSSO,f,5106307,Paranatinga - MT,892.234,828.3484,826.2378,843.3291,811.2028,819.3887,829.6746,841.5325,743.4917,692.5915,609.1897,495.9754,368.7463,298.3253,193.1437,136.6534,87.79928,37.32046,16.07312,10371.25776
MATO GROSSO,f,5106315,Novo Santo Antônio - MT,450.4413,412.7849,443.5661,469.6213,485.23,429.4006,352.6884,427.8495,449.0239,394.8168,345.1225,311.2814,250.9343,169.0833,103.6856,67.50413,49.40263,30.31832,18.27776,5661.032740000001
MATO GROSSO,f,5106372,Pedra Preta - MT,548.0656,525.9627,574.5434,576.1884,597.6327,603.521,572.056,625.3172,650.5699,658.9442,559.8983,427.9704,408.9682,321.4323,212.522,145.7004,98.66101,41.29542,17.82963,8167.078760000001
MATO GROSSO,f,5106422,Peixoto de Azevedo - MT,1409.189,1287.614,1338.95,1337.771,1383.963,1372.326,1302.512,1134.165,998.0183,860.3586,983.0174,908.7081,733.6113,485.5832,320.6892,190.2511,110.4467,48.55375,18.51212,16224.239769999996
MATO GROSSO,f,5106455,Planalto da Serra - MT,100.6414,96.87353,105.2318,97.87563,90.33293,80.78676,84.13398,81.73059,98.17958,103.0005,83.73507,65.34822,55.95663,44.80086,34.61556,14.29179,13.57679,5.341233,4.680627,1261.13348
MATO GROSSO,f,5106505,Poconé - MT,1176.681,1155.918,1209.302,1148.533,1074.254,1049.139,1095.045,1106.651,986.3445,996.4612,930.6992,812.7559,664.3641,510.9029,408.4544,268.6006,181.2622,92.65131,66.6825,14934.701809999997
MATO GROSSO,f,5106653,Pontal do Araguaia - MT,231.7673,231.0512,242.3236,244.4519,305.5055,263.5929,237.7363,257.7335,261.3867,274.0371,220.8453,177.5379,128.7628,100.8103,69.95612,45.05875,35.63665,12.66261,6.0211,3346.8775299999993
MATO GROSSO,f,5106703,Ponte Branca - MT,37.9891,38.28526,50.21165,47.10357,41.64064,54.83793,31.03136,42.83613,61.58287,41.32726,51.66586,62.71433,42.28951,43.10029,23.14334,31.85503,16.36922,10.63154,2.504633,731.119523
MATO GROSSO,f,5106752,Pontes e Lacerda - MT,141.0762,134.6064,128.3098,143.652,131.2121,169.1462,133.7827,146.8755,109.6715,119.3082,90.78973,67.11138,56.74175,48.98755,28.75442,21.51083,11.25412,6.171537,3.43477,1692.3966869999997
MATO GROSSO,f,5106778,Porto Alegre do Norte - MT,508.4328,472.6194,487.3913,450.7532,456.2555,398.7442,449.1112,483.6789,416.9543,378.5967,305.695,238.0226,204.3256,147.9432,123.3115,64.92723,45.05433,22.23588,10.96457,5665.0174099999995
MATO GROSSO,f,5106802,Porto dos Gaúchos - MT,170.7697,158.2925,177.2536,183.5151,193.0711,179.8561,171.2939,184.9097,150.097,180.7022,139.5417,138.6494,119.7492,81.20473,55.25213,39.64612,21.92897,12.73388,3.902505,2362.369535
MATO GROSSO,f,5106828,Porto Esperidião - MT,424.0764,390.595,358.3974,414.2979,444.252,459.2069,362.3261,427.3551,414.6845,359.404,322.9861,270.4739,222.6469,183.112,109.825,81.42007,47.24631,17.35935,10.69845,5320.36338
MATO GROSSO,f,5106851,Porto Estrela - MT,90.85329,88.27375,91.14978,94.12202,98.75659,90.77872,82.23815,95.27571,103.9752,101.4982,88.77128,73.99566,91.90341,62.50432,43.87832,35.61299,18.38329,12.49093,7.649916,1372.1115260000001
MATO GROSSO,f,5107008,Poxoréo - MT,444.2289,426.9143,529.4484,467.2324,459.9562,419.1134,433.7766,443.222,449.8924,517.9763,516.0901,495.8147,434.3575,337.6194,234.1739,158.133,115.667,59.78843,38.58001,6981.984939999999
MATO GROSSO,f,5107040,Primavera do Leste - MT,2386.96,2296.894,2288.748,2404.577,2709.519,2826.862,2583.688,2708.865,2386.319,2103.647,1844.015,1554.592,1140.008,797.7399,480.8828,315.9978,188.9095,84.05675,43.98564,31146.26639
MATO GROSSO,f,5107065,Querência - MT,1043.985,939.4103,828.4353,844.0737,895.6391,892.2846,876.5766,922.2152,741.9431,593.0136,470.8479,374.8007,285.2475,178.4263,103.7735,56.29873,29.24297,11.85012,3.947623,10092.011842999997
MATO GROSSO,f,5107107,São José dos Quatro Marcos - MT,512.4593,513.5919,572.281,576.8046,622.4258,669.2537,650.032,642.7608,636.0532,624.3704,637.6409,561.0604,464.6756,376.8637,248.9528,197.4749,115.0188,53.39857,30.75127,8705.869639999999
MATO GROSSO,f,5107156,Reserva do Cabaçal - MT,96.35678,98.25347,101.9769,80.8919,81.91321,94.06949,95.30973,114.7444,109.6975,100.826,73.34681,62.84227,39.77874,32.61448,42.0203,29.42205,20.08089,10.8168,4.799459,1289.761179
MATO GROSSO,f,5107180,Ribeirão Cascalheira - MT,244.7977,234.9335,240.7345,220.6654,219.8564,207.3601,216.5115,260.0848,222.4984,204.6814,176.2327,122.6875,92.79834,70.45138,43.13322,29.82741,18.88924,6.292481,3.809634,2836.245605
MATO GROSSO,f,5107198,Ribeirãozinho - MT,75.31336,74.50986,70.94502,83.59589,92.31789,81.98526,67.21348,93.49809,105.0668,85.93862,55.1295,63.47272,46.46174,50.64221,22.93773,16.53959,11.66584,9.637932,3.696681,1110.5682130000002
MATO GROSSO,f,5107206,Rio Branco - MT,130.7737,128.7983,148.3793,177.391,145.715,172.1678,175.1529,192.3298,183.1612,170.7389,166.9591,163.9528,113.5152,93.60518,75.12756,58.85709,39.9155,23.31085,9.223035,2369.074215
MATO GROSSO,f,5107248,Santa Carmem - MT,193.2413,173.9411,181.6425,184.7116,194.7172,176.8037,162.1205,155.2329,144.7821,129.3988,109.1938,93.9613,74.11783,55.47982,39.75472,24.26136,15.05735,4.937204,4.44655,2117.801634
MATO GROSSO,f,5107263,Santo Afonso - MT,84.23947,82.38369,101.8579,79.50117,75.72815,103.8731,83.62322,99.89795,91.54653,88.98677,84.20551,83.36579,59.61407,45.23319,46.28189,27.32637,14.19033,7.46746,2.694484,1262.017044
MATO GROSSO,f,5107297,São José do Povo - MT,97.20985,97.45608,117.7398,101.1163,119.209,111.5209,109.0615,110.9419,132.3672,143.6319,120.2976,125.7958,98.79085,99.23886,81.27495,46.91595,28.16885,14.58082,7.260664,1762.578774
MATO GROSSO,f,5107305,São José do Rio Claro - MT,768.1319,706.2662,689.2744,768.0186,791.7953,873.3902,748.4679,742.4754,736.6324,662.8789,548.6584,451.6636,371.1674,259.5326,175.5296,98.00138,57.85623,27.72399,13.13033,9490.594729999999
MATO GROSSO,f,5107354,São José do Xingu - MT,296.8011,262.287,247.671,247.3778,257.0066,241.7778,205.1713,258.4248,212.115,171.121,145.831,99.2514,81.02203,53.08588,25.75847,26.17825,15.57609,2.533737,2.056228,2851.0464850000008
MATO GROSSO,f,5107404,São Pedro da Cipa - MT,164.9123,156.8026,167.3078,170.3562,165.7628,164.4709,151.3422,188.9238,168.0197,184.2545,146.8856,126.391,76.00337,62.93255,44.28047,34.16805,28.28203,10.01391,5.995433,2217.1052130000007
MATO GROSSO,f,5107578,Rondolândia - MT,384.264,346.0547,276.1574,252.2816,259.6908,245.7981,239.978,235.8138,178.3076,135.567,120.2886,94.08736,64.46697,54.5403,29.62764,22.94554,16.0002,8.046286,3.541876,2967.457772
MATO GROSSO,f,5107602,Rondonópolis - MT,8658.622,8571.428,8753.545,8184.471,8764.404,9878.501,10133.21,9701.455,9423.585,8190.351,7348.166,5920.26,4684.422,3446.28,2443.485,1578.159,948.0235,443.0918,293.7835,117365.24279999998
MATO GROSSO,f,5107701,Rosário Oeste - MT,1695.935,1643.17,1517.765,1379.905,1452.127,1697.628,2059.056,2061.536,1579.02,1304.826,1028.637,819.1734,554.4495,298.0831,179.566,110.1546,50.08736,35.68882,12.00232,19478.8101
MATO GROSSO,f,5107743,Santa Cruz do Xingu - MT,94.38605,82.39958,75.83724,94.28362,79.50565,81.58756,74.06183,74.527,64.1278,67.04742,53.37606,54.54356,49.85971,13.72911,12.87924,5.817389,2.492174,2.02699,1.648649,984.1366319999998
MATO GROSSO,f,5107750,Salto do Céu - MT,92.50246,92.64452,98.53223,118.3755,114.8635,117.5893,91.40436,126.3572,124.9471,123.7133,109.7294,92.26931,67.88855,65.19382,55.66684,37.15604,23.47817,15.0867,9.567568,1576.965868
MATO GROSSO,f,5107768,Santa Rita do Trivelato - MT,145.3839,133.8745,124.407,130.0775,120.2197,125.9603,126.2794,141.8593,117.2102,91.2618,72.31759,55.59051,48.085,29.17022,18.90168,9.944511,5.854367,1.507978,1.362542,1499.2679979999998
MATO GROSSO,f,5107776,Santa Terezinha - MT,366.1312,330.7535,334.9978,328.2683,294.1924,289.0448,239.4506,263.3549,271.179,233.9545,199.0975,149.6697,135.4241,106.724,60.61676,34.30847,36.84476,15.96681,12.27766,3702.2567599999998
MATO GROSSO,f,5107792,Santo Antônio do Leste - MT,148.9072,139.6622,145.4644,148.521,158.1686,149.8202,133.2523,127.4408,169.1273,132.0977,111.1279,72.90266,48.88261,29.72654,23.67798,7.28628,4.429295,4.124739,2.616145,1757.2358490000001
MATO GROSSO,f,5107800,Santo Antônio do Leverger - MT,708.5592,684.4011,718.9742,675.6983,637.0892,625.3899,666.3448,697.5767,795.1524,656.7713,666.9177,557.7722,492.2252,367.1715,292.9112,180.3513,120.2244,61.41236,38.81056,9643.753520000002
MATO GROSSO,f,5107859,São Félix do Araguaia - MT,93.06399,86.64648,91.17179,89.58639,74.71683,78.90695,62.70016,76.43715,89.60342,59.22253,67.13628,56.78097,48.29301,22.01606,20.73712,10.98904,8.718111,3.432262,1.374541,1041.5330839999997
MATO GROSSO,f,5107875,Sapezal - MT,2126.59,1832.859,1486.341,1484.621,1874.425,1793.357,1754.546,1549.715,1289.697,951.3699,736.5034,528.5103,299.1494,181.7035,106.0374,49.30515,17.99049,4.654251,4.99018,18072.364971000003
MATO GROSSO,f,5107883,Serra Nova Dourada - MT,56.08208,53.45136,72.73255,43.37867,59.25817,49.54623,47.02512,54.59796,56.37968,57.14454,38.81316,31.43232,26.51381,16.7322,20.73712,10.20411,5.812074,2.288175,1.465802,703.5951310000003
MATO GROSSO,f,5107909,Sinop - MT,6600.939,6152.11,5703.712,6108.397,7113.923,7163.73,6960.007,6352.231,5992.382,5149.932,4674.481,3671.256,2696.721,1796.86,1162.849,773.6641,429.6749,189.3828,90.50798,78782.75978
MATO GROSSO,f,5107925,Sorriso - MT,5295.923,4871.932,4351.794,4580.505,4898.116,5372.163,5316.291,4800.461,3993.56,3251.467,2903.403,2466.139,1729.297,1070.964,620.0432,376.2632,225.4196,104.6922,42.30433,56270.73752999999
MATO GROSSO,f,5107941,Tabaporã - MT,287.2043,285.6629,330.7266,291.0886,328.9965,310.9522,321.8588,313.1787,298.3925,282.081,259.5395,215.0017,171.6892,114.8398,86.41479,50.31186,26.97043,8.554243,4.571447,3988.0350699999985
MATO GROSSO,f,5107958,Tangará da Serra - MT,4312.443,4204.537,4080.925,4189.187,4503.264,4823.016,4802.216,4444.553,4084.459,3612.1,3268.499,2701.631,2033.551,1465.355,951.4583,664.8873,390.194,180.2764,95.72686,54808.278860000006
MATO GROSSO,f,5108006,Tapurah - MT,367.2028,342.2149,275.033,278.8013,292.9811,381.6386,340.7239,368.5033,324.5213,236.6257,184.1432,141.2641,100.5782,64.78649,33.89379,20.04323,9.644373,2.571542,2.660176,3767.831001
MATO GROSSO,f,5108055,Terra Nova do Norte - MT,246.2254,232.4022,259.6431,266.9487,320.5774,329.4634,287.4274,308.3334,288.042,312.7592,315.2416,301.6379,242.5961,189.6912,168.0636,113.7449,57.57437,29.88499,20.50117,4290.75803
MATO GROSSO,f,5108105,Tesouro - MT,114.2672,110.9562,115.2762,105.1967,115.6085,107.7549,112.0739,100.8127,83.4352,90.97872,94.24548,108.6283,83.19029,61.07324,41.68461,33.49674,30.13463,12.27242,5.31237,1526.3983000000003
MATO GROSSO,f,5108204,Torixoréu - MT,64.04023,67.0031,88.77414,83.95139,90.89224,87.3899,104.5821,117.4105,130.5531,131.3666,166.7572,124.0407,103.4412,84.60038,64.31412,54.44001,39.74338,16.49575,6.892743,1626.6887830000003
MATO GROSSO,f,5108303,União do Sul - MT,114.7923,99.42233,109.6931,133.4098,140.3871,127.7597,109.4855,93.98425,114.9762,104.9818,98.46494,85.7715,62.26864,40.30425,24.76828,18.08446,6.116842,3.154595,2.569659,1490.395246
MATO GROSSO,f,5108352,Vale de São Domingos - MT,113.3121,106.5094,95.00799,114.3546,129.4389,116.6219,92.48069,116.4257,120.4588,95.98482,70.5163,80.53366,60.34441,60.81213,38.85733,22.94489,17.50641,4.272602,3.683586,1460.0662180000002
MATO GROSSO,f,5108402,Várzea Grande - MT,10531.69,10276.26,10468.08,10467.98,11191.89,11440.13,11998.71,11583.28,10970.39,9422.8,8138.2,6703.577,5559.114,3980.948,2803.788,1759.958,1048.948,517.6776,331.4093,139194.8299
MATO GROSSO,f,5108501,Vera - MT,423.3896,387.1959,406.3889,421.6242,445.3683,409.0279,393.8337,372.0675,371.2889,346.2889,314.5489,279.379,208.3455,151.6045,100.5578,70.24081,34.31538,15.54721,5.535531,5156.548431000001
MATO GROSSO,f,5108600,Vila Rica - MT,1313.592,1209.473,1130.12,1184.541,1287.938,1281.051,1120.479,1027.436,935.5701,800.2814,623.4807,496.4528,377.1202,243.8717,179.3218,118.8019,59.9351,26.20126,11.85739,13427.52435
MATO GROSSO,f,5108808,Nova Guarita - MT,112.448,105.1586,118.088,130.3915,151.7584,149.6432,120.7609,135.4652,146.444,148.005,148.7592,150.4468,107.9737,89.37599,61.02386,52.99728,32.15706,15.20572,8.673923,1984.776333
MATO GROSSO,f,5108857,Nova Marilândia - MT,150.5258,154.2332,148.098,141.3737,122.4838,135.5038,118.6907,131.7697,125.5661,93.12646,81.9372,62.34497,50.66559,38.6177,25.69756,21.83254,12.80507,4.646191,4.757613,1624.6756940000005
MATO GROSSO,f,5108907,Nova Maringá - MT,496.8093,423.853,395.3105,389.9157,423.8023,406.7505,344.5936,342.4289,334.7424,287.8605,192.4676,161.9971,115.9062,64.76396,36.63662,26.72746,12.70948,6.621797,2.373569,4466.270486000001
MATO GROSSO,f,5108956,Nova Monte Verde - MT,343.4399,318.7266,317.0985,307.9344,354.4411,345.5867,318.5183,347.4796,315.5836,296.9355,223.5632,191.3984,151.065,107.745,95.93412,54.52907,31.72286,7.829397,6.843576,4136.374823000001
MATO GROSSO,m,5100102,Acorizal - MT,165.6608,166.3648,179.2757,178.2408,160.6704,154.7443,144.8002,182.2428,186.067,160.9093,156.8669,161.288,137.66,126.1593,124.5344,76.75518,42.96229,25.37998,12.47468,2543.0568299999995
MATO GROSSO,m,5100201,Água Boa - MT,1026.894,994.3525,995.4385,1084.665,1146.463,1120.66,1212.257,1268.117,1185.042,985.2833,846.2123,680.0305,566.8713,389.1346,253.7528,155.7801,83.2036,39.88215,22.1915,14056.23115
MATO GROSSO,m,5100250,Alta Floresta - MT,1649.072,1555.6,1670.877,1769.082,1882.49,1949.552,1768.313,1738.538,1613.668,1620.3,1616.785,1504.896,1150.754,807.4249,528.051,349.3701,219.949,115.4058,53.63902,23563.76682
