ibgeID,populacao,beta,gamma,R0
4202404,355146.7508999999,0.4681885437875512,0.2000387569456621,2.3404891678802446
35,10000.0,0.4000036595569751,0.19988174821966248,2.0012015260011946
3525904,424994.061,0.2602920225702494,0.18498883893376383,1.407068794368985
3515004,279394.3811000001,0.24026997271761563,0.04752195958259509,5.055977801168251
3304904,1075372.5929999999,0.4011622847230085,0.19970784097907052,2.008745789631017
2904605,66060.998,0.15795593143393002,0.04755763960233865,3.3213576778558735
3106705,458244.04260000004,0.3198745278260299,0.20004034833414402,1.599050044102687
3118601,662969.3485,0.3317139716604103,0.1999631880153815,1.6588751907420796
4104808,333865.22880000004,0.40953792634447156,0.1985167292426755,2.0629894916505225
3205002,528868.6455999999,0.43060263998098436,0.12749776248055683,3.377334877125004
